title,man,description
Аква Марис  спрей,JADRAN Galenski Laboratorij (HOR),◊ спрей наз. дозир. фл 30 мл с распылителем
Аква Марис детский,JADRAN Galenski Laboratorij (HOR),◊ капли назальные д/детей: фл.-капельн. 10 мл
Аква Марис для горла,JADRAN Galenski Laboratorij (HOR),◊ спрей д/местного прим.: фл. 30 мл
Аква Марис Плюс,JADRAN Galenski Laboratorij (HOR),◊ спрей фл. 30мл
Аква Марис Стронг,JADRAN Galenski Laboratorij (HOR),◊ спрей фл. 30мл
Аква Марис устройство для промывания носа +30 пакетов-саше с морской солью,JADRAN Galenski Laboratorij (HOR),"Ёмкость 330 мл и 30 пакетов-саше с морской солью / с морской солью, обогащенной гипоаллергенными эфирными маслами Мирта обыкновенного и Бессмертника итальянского."
Акнекутан,JADRAN Galenski Laboratorij (HOR),капсулы по 8 мг
Акнекутан,JADRAN Galenski Laboratorij (HOR),капсулы по 16 мг
Акт-ХИБ,AVENTIS PASTEUR (FRA),лиофилизат д/пригот. р-ра д/инъекц. 1 доза/фл.: 1 шт. в компл. с растворителем
Алоэ,ПроксиФарма (RUS),
Ангин-Хель СД,Biologische Heilmittel Heel (DEU),
Антитромбин,ПроксиФарма (RUS),
АРАВА®,AVENTIS INTERCONTINENTAL (FRA),"таб., покр. пленочной оболочкой, 10 мг: 30 или 100 шт."
АРАВА®,SANOFI-AVENTIS Deutschland (DEU),"таб., покр. пленочной оболочкой, 10 мг: 30 или 100 шт."
АРАВА®,AVENTIS INTERCONTINENTAL (FRA),"таб., покр. пленочной оболочкой, 20 мг: 30 или 100 шт."
АРАВА®,SANOFI-AVENTIS Deutschland (DEU),"таб., покр. пленочной оболочкой, 20 мг: 30 или 100 шт."
АРАВА®,AVENTIS INTERCONTINENTAL (FRA),"таб., покр. пленочной оболочкой, 100 мг: 3 шт."
АРАВА®,SANOFI-AVENTIS Deutschland (DEU),"таб., покр. пленочной оболочкой, 100 мг: 3 шт."
