title,man,description
ЙОД,ВАТХЭМ-ФАРМАЦИЯ (RUS),◊ р-р д/наружн. прим. спиртовой 5%: фл. 10 мл
ЙОД,ИВАНОВСКАЯ Фармацевтическая Фабрика (RUS),◊ р-р д/наружн. прим. спиртовой 2%: фл. 10 мл
ЙОД,ИВАНОВСКАЯ Фармацевтическая Фабрика (RUS),◊ р-р д/наружн. прим. спиртовой 5%: фл. 10 мл
ЙОД,ОБНОВЛЕНИЕ (RUS),"◊ р-р д/наружн. прим. спиртовой 5%: фл. 10 мл, 15 мл или 25 мл"
ЙОД,ФАРМСТАНДАРТ-ТОМСКХИМФАРМ (RUS),◊ р-р д/наружн. прим. спиртовой 5%: фл. 25 мл
ЙОД,Фармацевтическая ф-ка г. Копейск (RUS),◊ р-р д/местн. и наружн. прим. спиртовой 5%: фл. 10 мл
ЙОД,АПТЕКА ФАРМИКОН (RUS),◊ р-р д/наружн. прим. спиртовой 5%: фл. 10 мл
ЙОД,АСФАРМА (RUS),"◊ р-р д/наружн. прим. спиртовой 5%: фл. 10 мл, 15 мл или 25 мл"
ЙОД,ЯРОСЛАВСКАЯ ФАРМФАБРИКА (RUS),◊ р-р д/наружн. прим. спиртовой 5%: фл. 10 мл
ЙОД,ЙОДНЫЕ ТЕХНОЛОГИИ И МАРКЕТИНГ (RUS),"◊ р-р д/наружн. прим. спиртовой 5%: фл. 10 мл, 15 мл или 25 мл"
ЙОД-АКТИВ,Завод экологической техники и экопитания «ДИОД» (RUS),
ЙОД-АКТИВ 100,Завод экологической техники и экопитания «ДИОД» (RUS),
ЙОДАМИД 24%,BRACCO (ITA),р-р д/в/в введения 24% (47.75 г/250 мл): фл. 1 шт.
ЙОДАМИД 300,BRACCO (ITA),р-р д/в/в введения 6 г/20 мл: амп. 5 шт.
ЙОДАНТИПИРИН,ФАРМСТАНДАРТ-ТОМСКХИМФАРМ (RUS),таб. 100 мг: 50 шт.
ЙОДАНТИПИРИН,ОБНОВЛЕНИЕ (RUS),таб. 100 мг: 50 шт.
ЙОДБАЛАНС,MERCK (DEU),◊ таб. 130.8 мкг: 50 или 100 шт.
ЙОДБАЛАНС,MERCK (DEU),◊ таб. 261.6 мкг: 50 или 100 шт.
ЙОДИД 100,MERCK (DEU),◊ таб. 100 мкг: 50 или 100 шт.
ЙОДИД 200,MERCK (DEU),◊ таб. 200 мкг: 50 или 100 шт.
ЙОДИНОЛ,ЭКОЛАБ (RUS),◊ р-р д/местн. и наружн. прим. 20 мг/20 мл: фл. 100 мл
ЙОДОКСИД,НИЖФАРМ (RUS),◊ суппозитории вагин. 200 мг: 10 или 15 шт.
ЙОДОМАРИН® 100,BERLIN-CHEMIE (DEU),◊ таб. 100 мкг: 50 или 100 шт.
ЙОДОМАРИН® 100,BERLIN-CHEMIE/MENARINI PHARMA (DEU),◊ таб. 100 мкг: 50 или 100 шт.
ЙОДОМАРИН® 200,BERLIN-CHEMIE (DEU),◊ таб. 200 мкг: 50 или 100 шт.
ЙОДОМАРИН® 200,BERLIN-CHEMIE/MENARINI PHARMA (DEU),◊ таб. 200 мкг: 50 или 100 шт.
ЙОДОСЕПТ,БИОСИНТЕЗ (RUS),◊ суппозитории вагин. 200 мг: 10 шт.
ЙОДОСЕПТ,БИОТЭК МФПДК (RUS),◊ суппозитории вагин. 200 мг: 10 шт.
ЙОДТИРОКС®,MERCK (DEU),таб. 100 мкг+131 мкг: 50 или 100 шт.
ЙОДТИРОКС®,MERCK (DEU),таб. 100 мкг+131 мкг: 50 или 100 шт.
ЙОКС®,IVAX-CR (CS),◊ спрей д/местного прим. 85 мг+1 мг/1 мл: фл. 30 мл
ЙОКС®,IVAX-CR (CS),◊ р-р д/местн. прим. 85 мг+1 мг/1 мл: фл. 50 мл или 100 мл
ЙОНОСТЕРИЛ,FRESENIUS KABI DEUTSCHLAND (DEU),р-р д/инф.: фл. 250 мл или 500 мл 10 или 20 шт.
ЙОПАМИРО,BRACCO (ITA),"р-р д/инъекц. 200 мг йода/мл: амп. 10 мл, фл. 30 мл, 50 мл или 100 мл"
ЙОПАМИРО,BRACCO (ITA),"р-р д/инъекц. 300 мг йода/мл: амп. 10 мл, фл. 30 мл, 50 мл или 100 мл"
ЙОПАМИРО,BRACCO (ITA),"р-р д/инъекц. 370 мг йода/мл: амп. 10 мл, фл. 30 мл, 50 мл или 100 мл"
ЙОХИМБИНА ГИДРОХЛОРИД,ЗДОРОВЬЕ ФАРМАЦЕВТИЧЕСКАЯ КОМПАНИЯ (UKR),таб. 5 мг: 50 шт.
