title,man,description
Ренель®,Biologische Heilmittel Heel (DEU),
РеоХЕС 130,ГЕМАТЕК (RUS),р-р д/инф. 6% (ГЭК 130/0.42): фл. 250 мл или 500 мл
РеоХЕС 200,ГЕМАТЕК (RUS),р-р д/инф. 6% (ГЭК 200/0.5): фл. 250 мл или 500 мл
РеоХЕС 200,ГЕМАТЕК (RUS),р-р д/инф. 10% (ГЭК 200/0.5): фл. 250 мл или 500 мл
Ретапрес,RANBAXY LABORATORIES (IND),"Индапамид 1,5 мг модифицированного высвобождения"
РОАККУТАН®,F.Hoffmann-La Roche (CHE),капс. 10 мг: 30 или 100 шт.
РОАККУТАН®,R.P.SCHERER (DEU),капс. 10 мг: 30 или 100 шт.
РОАККУТАН®,F.Hoffmann-La Roche (CHE),капс. 20 мг: 30 или 100 шт.
РОАККУТАН®,R.P.SCHERER (DEU),капс. 20 мг: 30 или 100 шт.
РОВАКОР,RANBAXY LABORATORIES (IND),таб. 10 мг: 10 шт.
РОВАКОР,RANBAXY LABORATORIES (IND),таб. 20 мг: 10 шт.
РОВАМИЦИН®,Laboratoires AVENTIS (FRA),"таб., покр. оболочкой, 1.5 млн.МЕ: 16 шт."
РОВАМИЦИН®,FAMAR LYON (FRA),"таб., покр. оболочкой, 1.5 млн.МЕ: 16 шт."
РОВАМИЦИН®,Laboratoires AVENTIS (FRA),"таб., покр. оболочкой, 3 млн.МЕ: 10 шт."
РОВАМИЦИН®,FAMAR LYON (FRA),"таб., покр. оболочкой, 3 млн.МЕ: 10 шт."
РОВАМИЦИН®,Laboratoires AVENTIS (FRA),лиофилизат д/пригот. р-ра д/в/в введения 1.5 млн.МЕ: фл. 1 шт.
РОВАМИЦИН®,AVENTIS INTERCONTINENTAL (FRA),лиофилизат д/пригот. р-ра д/в/в введения 1.5 млн.МЕ: фл. 1 шт.
РОВЕНАЛ,LECIVA (CS),"таб., покр. оболочкой, 150 мг: 10 или 14 шт."
РОВЕНАЛ,LECIVA (CS),"таб., покр. оболочкой, 100 мг: 10 шт."
РОВЕНАЛ,LECIVA (CS),"таб., покр. оболочкой, 300 мг: 7 шт."
РОГИПНОЛ,F.Hoffmann-La Roche (CHE),"таб., покр. оболочкой, 1 мг: 10, 20 или 30 шт."
РОГЛИТ,GEDEON RICHTER (HUN),"таб., покр. оболочкой, 2 мг: 60 шт."
РОГЛИТ,GEDEON RICHTER (HUN),"таб., покр. оболочкой, 4 мг: 30 или 60 шт."
РОГЛИТ,GEDEON RICHTER (HUN),"таб., покр. оболочкой, 8 мг: 30 шт."
Розамет,JADRAN Galenski Laboratorij (HOR),крем 1% туба 25г
РОЗЕКС,Laboratoires GALDERMA (FRA),"◊ крем д/наружн. прим. 0.75%: тубы 5 г, 15 г, 30 г или 50 г"
РОЗЕКС,Laboratoires GALDERMA (FRA),"◊ крем д/наружн. прим. 0.75%: тубы 5 г, 15 г, 30 г или 50 г"
Розукард,ZENTIVA (CS),Розувастатин: 30шт
Розукард,ZENTIVA (CS),Розувастатин: 90шт
РОКАЛЬТРОЛ,F.Hoffmann-La Roche (CHE),капс. 0.25 мкг: 30 или 100 шт.
РОКАЛЬТРОЛ,R.P.SCHERER (DEU),капс. 0.25 мкг: 30 или 100 шт.
РОКАЛЬТРОЛ,F.Hoffmann-La Roche (CHE),капс. 0.5 мкг: 30 или 100 шт.
РОКАЛЬТРОЛ,R.P.SCHERER (DEU),капс. 0.5 мкг: 30 или 100 шт.
