title,man,description
ТАБЕКС,SOPHARMA (BLG),"таб., покр. оболочкой, 1.5 мг: 100 шт."
ТАВАНИК®,AVENTIS PHARMA Deutschland (DEU),"таб., покр. оболочкой, 250 мг: 3, 5, 7 или 10 шт."
ТАВАНИК®,AVENTIS PHARMA Deutschland (DEU),"таб., покр. оболочкой, 500 мг: 5, 7 или 10 шт."
ТАВАНИК®,AVENTIS PHARMA Deutschland (DEU),р-р д/инф. 500 мг/100 мл: фл. 1 шт.
ТАВЕГИЛ,SANDOZ PRIVATE (IND),◊ сироп 500 мкг/5 мл: фл. 60 мл или 100 мл
ТАВЕГИЛ®,NOVARTIS CONSUMER HEALTH (CHE),◊ таб. 1 мг: 20 шт.
ТАВЕГИЛ®,NOVARTIS CONSUMER HEALTH (CHE),р-р д/в/в и в/м введения 2 мг/2 мл: амп. 5 шт.
ТАДЕНАН®,Laboratoires FOURNIER (FRA),"◊ капс. 50 мг: 10, 20, 30 или 60 шт."
ТАДЕНАН®,SOLVAY PHARMACEUTICALS (FRA),"◊ капс. 50 мг: 10, 20, 30 или 60 шт."
ТАЗЕПАМ,TARCHOMIN PHARMACEUTICAL WORKS POLFA (POL),"таб., покр. оболочкой, 10 мг: 50 шт."
ТАЗОЦИН,LEDERLE LABORATORIES (GBR),лиоф. порошок д/пригот. р-ра д/инъекц. 2 г+250 мг: фл. 1 шт.
ТАЗОЦИН,LEDERLE LABORATORIES (GBR),лиоф. порошок д/пригот. р-ра д/инъекц. 4 г+500 мг: фл. 1 шт.
ТАЙВЕРБ,GLAXO WELLCOME OPERATIONS (GBR),"таб., покр. пленочной обол., 250 мг: 140 шт."
ТАЙВЕРБ,ГлаксоСмитКляйн Трейдинг (RUS),"таб., покр. пленочной обол., 250 мг: 140 шт."
ТАЙЛЕД® МИНТ,AVENTIS PHARMA HOLMES CHAPEL (GBR),аэрозоль дозир. д/ингал. 2 мг/1 доза: баллон 112 доз с синхронером или без него
ТАЙЛЕД® МИНТ,AVENTIS PHARMA (GBR),аэрозоль дозир. д/ингал. 2 мг/1 доза: баллон 112 доз с синхронером или без него
ТАКСОЛ®,BRISTOL-MYERS SQUIBB (ITA),конц. д/пригот. р-ра д/инф. 6 мг/1 мл: фл. 30 мг 1 или 10 шт.
ТАКСОЛ®,BRISTOL-MYERS SQUIBB (ITA),конц. д/пригот. р-ра д/инф. 6 мг/1 мл: фл. 100 мг 1 шт.
ТАКСОТЕР®,AVENTIS PHARMA (Dagenham) (GBR),конц. д/пригот. р-ра д/инф. 20 мг/0.5 мл: фл. 1 шт. в компл. с растворителем
ТАКСОТЕР®,AVENTIS PHARMA (FRA),конц. д/пригот. р-ра д/инф. 20 мг/0.5 мл: фл. 1 шт. в компл. с растворителем
ТАКСОТЕР®,AVENTIS PHARMA (Dagenham) (GBR),конц. д/пригот. р-ра д/инф. 80 мг/2 мл: фл. в компл. с растворителем
ТАКСОТЕР®,AVENTIS PHARMA (FRA),конц. д/пригот. р-ра д/инф. 80 мг/2 мл: фл. в компл. с растворителем
ТАЛЛИТОН,EGIS PHARMACEUTICALS (HUN),"таб. 6.25 мг: 14, 20, 28 или 30 шт."
ТАЛЛИТОН,EGIS PHARMACEUTICALS (HUN),"таб. 12.5 мг: 14, 20, 28 или 30 шт."
ТАЛЛИТОН,EGIS PHARMACEUTICALS (HUN),"таб. 25 мг: 14, 20, 28 или 30 шт."
ТАЛЦЕФ,IPCA LABORATORIES (IND),порошок д/инъекц. 250 мг: фл. 1 шт.
ТАЛЦЕФ,IPCA LABORATORIES (IND),порошок д/инъекц. 500 мг: фл. 1 шт.
ТАЛЦЕФ,IPCA LABORATORIES (IND),порошок д/инъекц. 1 г: фл. 1 шт.
ТАЛЬЦИД®,BAYER BITTERFELD (DEU),◊ таб. жевательные 500 мг: 20 или 50 шт.
ТАЛЬЦИД®,BAYER CONSUMER CARE (CHE),◊ таб. жевательные 500 мг: 20 или 50 шт.
ТАМЕРИТ,Компания ДЕКО (RUS),порошок д/пригот. р-ра д/в/м введения 100 мг: фл. 1 шт.
ТАМИФЛЮ,F.Hoffmann-La Roche (CHE),капс. 75 мг: 10 шт.
ТАМИФЛЮ,F.Hoffmann-La Roche (CHE),порошок д/пригот. сусп. д/приема внутрь 12 мг/мл: 30 г фл.
ТАМОКСИФЕН,ФАРМАКОН (RUS),таб. 10 мг: 30 шт.
