title,man,description
ГАБАГАММА®,WÖRWAG PHARMA (DEU),капс. 100 мг: 20 шт.
ГАБАГАММА®,ARTESAN PHARMA (DEU),капс. 100 мг: 20 шт.
ГАБАГАММА®,WÖRWAG PHARMA (DEU),капс. 300 мг: 20 шт.
ГАБАГАММА®,ARTESAN PHARMA (DEU),капс. 300 мг: 20 шт.
ГАБАГАММА®,WÖRWAG PHARMA (DEU),капс. 400 мг: 20 шт.
ГАБАГАММА®,ARTESAN PHARMA (DEU),капс. 400 мг: 20 шт.
ГАБРИГЛОБИН (ИММУНОГЛОБУЛИН ЧЕЛОВЕКА НОРМАЛЬНЫЙ),ИВАНОВСКАЯ ОБЛАСТНАЯ СТАНЦИЯ ПЕРЕЛИВАНИЯ КРОВИ (RUS),лиофилизат д/пригот. р-ра д/инф. 2.5 г: бут. в компл. с растворителем
ГАДОВИСТ,SCHERING (DEU),"р-р д/в/в введен. 1 ммоль/мл: фл. 15 мл, шприцы 7.5 мл"
ГАЙРО,PANACEA BIOTEC (IND),"таб., покр. оболочкой, 500 мг: 3, 6, 9, 10, 15, 20 или 30 шт."
ГАЛАВИТ®,ООО «Сэлвим» (RUS),порошок д/пригот. р-ра д/в/м введения 100 мг: фл. 10 мл 5 шт.
ГАЛАВИТ®,ООО «Сэлвим» (RUS),порошок д/пригот. р-ра д/в/м введения 50 мг: фл. 10 мл 5 шт.
ГАЛАВИТ®,ООО «Сэлвим» (RUS),Суппозитории ректальные 100 мг
ГАЛАЗОЛИН,WARSAW PHARMACEUTICAL WORK POLFA (POL),◊ гель назальный 0.1%: фл. 10 г с дозатором
ГАЛАЗОЛИН,WARSAW PHARMACEUTICAL WORK POLFA (POL),◊ капли назальные 0.05%: флакон-капельница 10 мл
ГАЛАЗОЛИН,WARSAW PHARMACEUTICAL WORK POLFA (POL),◊ капли назальные 0.1%: флакон-капельница 10 мл
ГАЛАЗОЛИН,WARSAW PHARMACEUTICAL WORK POLFA (POL),◊ гель назальный 0.05%: фл. 10 г с дозатором
ГАЛЕНОФИЛЛИПТ,Фармацевтическая фабрика Санкт-Петербурга (RUS),"◊ р-р д/приема внутрь и местн. прим. спиртовой: фл. 25, 50 или 100 мл"
ГАЛИДОР®,EGIS PHARMACEUTICALS (HUN),таб. 100 мг: 50 шт.
ГАЛИДОР®,EGIS PHARMACEUTICALS (HUN),р-р д/в/в и в/м введения 50 мг/2 мл: амп. 10 или 50 шт.
ГАЛЛИЯ ЦИТРАТ 67Ga,Медрадиопрепарат завод ФГУП Медбиоэкстрем ФУ (RUS),р-р д/в/в введения 400 МБк/1 фл.: фл. 1 шт.
ГАЛЛИЯ ЦИТРАТ 67Ga,Медрадиопрепарат завод ФГУП Медбиоэкстрем ФУ (RUS),р-р д/в/в введения 800 МБк/1 фл.: фл. 1 шт.
ГАЛОПЕР,CTS Chemical Industries (ISR),"таб. 500 мкг: 30, 50 или 1000 шт."
ГАЛОПЕР,CTS Chemical Industries (ISR),"таб. 1.5 мг: 30, 50 или 1000 шт."
ГАЛОПЕР,CTS Chemical Industries (ISR),"таб. 5 мг: 30, 50 или 1000 шт."
ГАЛОПЕР,CTS Chemical Industries (ISR),"таб. 10 мг: 30, 50 или 1000 шт."
ГАЛОПЕРИДОЛ,GEDEON RICHTER (HUN),таб. 1.5 мг: 50 шт.
ГАЛОПЕРИДОЛ,GEDEON RICHTER (HUN),р-р д/в/в и в/м введения 5 мг/1 мл: амп. 5 шт.
ГАЛОПЕРИДОЛ,WARSAW PHARMACEUTICAL WORK POLFA (POL),таб. 1 мг: 40 шт.
ГАЛОПЕРИДОЛ,WARSAW PHARMACEUTICAL WORK POLFA (POL),таб. 5 мг: 30 шт.
ГАЛОПЕРИДОЛ,WARSAW PHARMACEUTICAL WORK POLFA (POL),таб. 10 мг: 20 шт.
ГАЛОПЕРИДОЛ,ZDRAVLJE (UGS),таб. 2 мг: 25 шт.
ГАЛОПЕРИДОЛ,ZDRAVLJE (UGS),таб. 10 мг: 30 шт.
ГАЛОПЕРИДОЛ,МОСХИМФАРМПРЕПАРАТЫ им. Н.А.Семашко ОАО (RUS),р-р д/инъекц. 0.5% (5 мг/1 мл): амп. 5 или 10 шт.
ГАЛОПЕРИДОЛ,NU-PHARM (CAN),"таб. 1 мг: 1000 шт., 5 кг, 8 кг или 10 кг"
ГАЛОПЕРИДОЛ,NU-PHARM (CAN),"таб. 2 мг: 1000 шт., 5 кг, 8 кг или 10 кг"
ГАЛОПЕРИДОЛ,NU-PHARM (CAN),"таб. 5 мг: 1000 шт., 5 кг, 8 кг или 10 кг"
ГАЛОПЕРИДОЛ,NU-PHARM (CAN),"таб. 10 мг: 1000 шт., 5 кг, 8 кг или 10 кг"
ГАЛОПЕРИДОЛ,WEIMER PHARMA (DEU),р-р д/инъекц. 5 мг/1 мл: амп. 10 шт.
