title,man,description
ПАВУЛОН,ORGANON (IND),р-р д/инъекц. 4 мг/2 мл: амп. 10 шт.
ПАГЛЮФЕРАЛ 1,МОСКОВСКАЯ ФАРМАЦЕВТИЧЕСКАЯ ФАБРИКА (RUS),таб.: 20 шт.
ПАГЛЮФЕРАЛ 2,МОСКОВСКАЯ ФАРМАЦЕВТИЧЕСКАЯ ФАБРИКА (RUS),таб.: 20 шт.
ПАГЛЮФЕРАЛ 3,МОСКОВСКАЯ ФАРМАЦЕВТИЧЕСКАЯ ФАБРИКА (RUS),таб.: 20 шт.
ПАЗЕР,JACOBUS PHARMACEUTICAL COMPANY (USA),гранулы с замедл. высвобожден. д/пригот. сусп. д/приема внутрь 4 г/1 00 г: пакеты 4 г или 100 г
ПАКЛИТАКС,CIPLA (IND),конц. д/пригот. р-ра д/инф. 100 мг/16.7 мл: фл. 1 шт.
ПАКЛИТАКС,CIPLA (IND),конц. д/пригот. р-ра д/инф. 30 мг/5 мл: фл. 1 шт.
ПАКЛИТАКСЕЛ,PLIVA-LACHEMA (CS),конц. д/пригот. р-ра д/инф. 30 мг/5 мл: фл. 1 шт.
ПАКЛИТАКСЕЛ,PLIVA-LACHEMA (CS),конц. д/пригот. р-ра д/инф. 100 мг/16.7 мл: фл. 1 шт.
ПАКЛИТАКСЕЛ-ЛЭНС®,ВЕРОФАРМ (RUS),конц. д/пригот. р-ра д/инф. 30 мг/5 мл: фл. 1 шт.
ПАКЛИТАКСЕЛ-ЛЭНС®,ЛЭНС-ФАРМ (RUS),конц. д/пригот. р-ра д/инф. 30 мг/5 мл: фл. 1 шт.
ПАКЛИТАКСЕЛ-ЛЭНС®,ВЕРОФАРМ (RUS),конц. д/пригот. р-ра д/инф. 100 мг/17 мл: фл. 1 шт.
ПАКЛИТАКСЕЛ-ЛЭНС®,ЛЭНС-ФАРМ (RUS),конц. д/пригот. р-ра д/инф. 100 мг/17 мл: фл. 1 шт.
ПАКЛИТАКСЕЛ-ЛЭНС®,ВЕРОФАРМ (RUS),конц. д/пригот. р-ра д/инф. 260 мг/43.4 мл: фл. 1 шт.
ПАКЛИТАКСЕЛ-ЛЭНС®,ЛЭНС-ФАРМ (RUS),конц. д/пригот. р-ра д/инф. 260 мг/43.4 мл: фл. 1 шт.
ПАКЛИТАКСЕЛ-ФИЛАКСИС,Laboratorios FILAXIS (ARG),конц. д/пригот. р-ра д/инф. 30 мг/5 мл: фл. 1 шт.
ПАКЛИТАКСЕЛ-ФИЛАКСИС,Laboratorios FILAXIS (ARG),конц. д/пригот. р-ра д/инф. 100 мг/16.7 мл: фл. 1 шт.
ПАКЛИТАКСЕЛ-ФИЛАКСИС,Laboratorios FILAXIS (ARG),конц. д/пригот. р-ра д/инф. 300 мг/50 мл: фл. 1 шт.
