title,man,description
Цель® T,Biologische Heilmittel Heel (DEU),
Церебрум композитум® Н,Biologische Heilmittel Heel (DEU),
ЦИАНОКОБАЛАМИН,АЙ СИ ЭН ОКТЯБРЬ (RUS),р-р д/инъекц. 200 мкг/1 мл: амп. 10 шт.
ЦИАНОКОБАЛАМИН,АЙ СИ ЭН ОКТЯБРЬ (RUS),р-р д/инъекц. 500 мкг/1 мл: амп. 10 шт.
ЦИАНОКОБАЛАМИН,Новосибхимфарм (RUS),р-р д/инъекц. 200 мкг/1 мл: амп. 10 шт.
ЦИАНОКОБАЛАМИН,Новосибхимфарм (RUS),р-р д/инъекц. 500 мкг/1 мл: амп. 10 шт.
ЦИАНОКОБАЛАМИН,БОРИСОВСКИЙ ЗАВОД МЕДПРЕПАРАТОВ (BLR),р-р д/инъекц. 200 мкг/1 мл: амп. 10 шт.
ЦИАНОКОБАЛАМИН,БОРИСОВСКИЙ ЗАВОД МЕДПРЕПАРАТОВ (BLR),р-р д/инъекц. 500 мкг/1 мл: амп. 10 шт.
ЦИАНОКОБАЛАМИН,ДАЛЬХИМФАРМ (RUS),р-р д/инъекц. 200 мкг/1 мл: амп. 10 шт.
ЦИАНОКОБАЛАМИН,ДАЛЬХИМФАРМ (RUS),р-р д/инъекц. 500 мкг/1 мл: амп. 10 шт.
ЦИАНОКОБАЛАМИН,ЕРЕВАНСКАЯ ХИМИКО-ФАРМАЦЕВТИЧЕСКАЯ ФИРМА (AM),р-р д/инъекц. 200 мкг/1 мл: амп. 10 шт.
ЦИАНОКОБАЛАМИН,ЕРЕВАНСКАЯ ХИМИКО-ФАРМАЦЕВТИЧЕСКАЯ ФИРМА (AM),р-р д/инъекц. 500 мкг/1 мл: амп. 10 шт.
ЦИАНОКОБАЛАМИН,МОСХИМФАРМПРЕПАРАТЫ им. Н.А.Семашко ОАО (RUS),р-р д/инъекц. 200 мкг/1 мл: амп. 10 шт.
ЦИАНОКОБАЛАМИН,МОСХИМФАРМПРЕПАРАТЫ им. Н.А.Семашко ОАО (RUS),р-р д/инъекц. 500 мкг/1 мл: амп. 10 шт.
ЦИАНОКОБАЛАМИН,ВЕРОФАРМ (RUS),р-р д/инъекц. 200 мкг/1 мл: амп. 10 шт.
ЦИАНОКОБАЛАМИН,ВЕРОФАРМ (RUS),р-р д/инъекц. 500 мкг/1 мл: амп. 10 шт.
ЦИАНОКОБАЛАМИН,ФАРМСТАНДАРТ-УФИМСКИЙ ВИТАМИННЫЙ ЗАВОД (RUS),р-р д/инъекц. 200 мкг/1 мл: амп. 10 шт.
ЦИАНОКОБАЛАМИН,ФАРМСТАНДАРТ-УФИМСКИЙ ВИТАМИННЫЙ ЗАВОД (RUS),р-р д/инъекц. 500 мкг/1 мл: амп. 10 шт.
ЦИДОКАН,ФП ОБОЛЕНСКОЕ (RUS),таб. 250 мг: 14 шт.
ЦИДОКАН,ФП ОБОЛЕНСКОЕ (RUS),таб. 125 мг: 14 шт.
ЦИКАДЕРМА,Laboratoires BOIRON (FRA),◊ мазь д/наружн. прим. гомеопатич.: туба 30 г
ЦИКЛО 3,PIERRE FABRE MEDICAMENT PRODUCTION (FRA),◊ крем д/наружного применения: туба 40 г
ЦИКЛО 3 ФОРТ,PIERRE FABRE MEDICAMENT PRODUCTION (FRA),капс.: 30 шт.
ЦИКЛО-ПРОГИНОВА,SCHERING (DEU),"драже двух видов: 21 шт., в т.ч.:; драже белого цвета 2 мг: 11 шт.,; драже светло-коричн. цвета 2 мг+500 мкг: 10 шт."
ЦИКЛОВИР,CADILA HEALTHCARE (IND),таб. 200 мг: 10 или 20 шт.
ЦИКЛОДИНОН®,BIONORICA (DEU),"таб., покр. оболочкой: 30  шт."
ЦИКЛОДИНОН®,BIONORICA (DEU),капли д/приема внутрь: фл. 50 мл  с капельн.
ЦИКЛОДОЛ,TALLINN PHARMACEUTICAL COMPANY (EST),таб. 2 мг: 50 шт.
ЦИКЛОДОЛ,GRINDEX (LAT),таб. 2 мг: 50 шт.
ЦИКЛОДОЛ,ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА (RUS),таб. 2 мг: 10 шт.
ЦИКЛОЗОН ЦИКЛОКАПС,TEVA Pharmaceutical Industries (ISR),порошок д/ингал. в капс. 400 мкг: 30 шт.
ЦИКЛОЗОН ЦИКЛОКАПС,TEVA Pharmaceutical Industries (ISR),"порошок д/ингал. в капс. 200 мкг: 30, 60 или 120 шт."
ЦИКЛОЗОН ЦИКЛОКАПС,TEVA Pharmaceutical Industries (ISR),"порошок д/ингал. в капс. 100 мкг: 30, 60 или 120 шт."
ЦИКЛОМЕД®,PROMED EXPORTS (IND),капли глазные 1%: фл.-капельн. 5 мл 1 шт. или фл. 5 мл 1 шт. в компл. с капельн.
ЦИКЛОМИЦИН ПЛЮС,Щелковский Витаминный Завод (RUS),"таб., покр. пленочной обол., 250 мг+25 мг: 100 шт."
ЦИКЛОПЛАТИН,PLIVA-LACHEMA (CS),конц. д/пригот. р-ра д/инф. 50 мг/5 мл: фл. 1 шт.
ЦИКЛОПЛАТИН,PLIVA-LACHEMA (CS),конц. д/пригот. р-ра д/инф. 150 мг/15 мл: фл. 1 шт.
ЦИКЛОПЛАТИН,PLIVA-LACHEMA (CS),конц. д/пригот. р-ра д/инф. 450 мг/45 мл: фл. 1 шт.
ЦИКЛОПЛАТИН,PLIVA-LACHEMA (CS),лиофилизат д/пригот. р-ра д/инф. 50 мг: фл. 1 или 10 шт.
ЦИКЛОПЛАТИН,PLIVA-LACHEMA (CS),лиофилизат д/пригот. р-ра д/инф. 200 мг: фл. 1 или 5 шт.
ЦИКЛОПРЕН,ЛЭНС-ФАРМ (RUS),конц. д/пригот. р-ра д/инф. 50 мг/1 мл: фл. 10 шт.
ЦИКЛОПРЕН,ЛЭНС-ФАРМ (RUS),р-р д/приема внутрь 100 мг/1 мл: фл. 50 мл
ЦИКЛОПРЕН,ВЕРОФАРМ (RUS),капс. 25 мг: 50 шт.
ЦИКЛОПРЕН,ВЕРОФАРМ (RUS),капс. 50 мг: 50 шт.
ЦИКЛОПРЕН,ВЕРОФАРМ (RUS),капс. 100 мг: 50 шт.
ЦИКЛОРАЛ®-ФС,ФАРМ-СИНТЕЗ (RUS),капс. мягкие 25 мг: 50 шт.
ЦИКЛОРАЛ®-ФС,ФАРМ-СИНТЕЗ (RUS),капс. мягкие 50 мг: 50 шт.
ЦИКЛОРАЛ®-ФС,ФАРМ-СИНТЕЗ (RUS),капс. мягкие 100 мг: 50 шт.
ЦИКЛОСЕРИН,VIANEX PLANT B (GR),капс. 250 мг: 100 шт.
ЦИКЛОСЕРИН,ELI LILLY VOSTOK (CHE),капс. 250 мг: 100 шт.
ЦИКЛОСЕРИН,ВАЛЕНТА ФАРМАЦЕВТИКА (RUS),"капс. 250 мг: 7, 10, 14, 20, 21 или 30 шт."
ЦИКЛОСЕРИН,M.J.BIOPHARM (IND),"капс. 250 мг: 10, 50 или 100 шт."
ЦИКЛОСПОРИН,OKASA PHARMA (IND),капс. 25 мг: 5 шт.
ЦИКЛОСПОРИН,OKASA PHARMA (IND),капс. 50 мг: 5 шт.
ЦИКЛОСПОРИН,OKASA PHARMA (IND),капс. 100 мг: 5 шт.
ЦИКЛОСПОРИН ГЕКСАЛ,HEXAL (DEU),капс. 25 мг: 50 или 100 шт.
ЦИКЛОСПОРИН ГЕКСАЛ,HEXAL (DEU),капс. 50 мг: 50 или 100 шт.
ЦИКЛОСПОРИН ГЕКСАЛ,HEXAL (DEU),капс. 100 мг: 50 или 100 шт.
ЦИКЛОСПОРИН ГЕКСАЛ,HEXAL (DEU),р-р д/приема внутрь 100 мг/1 мл: фл. 50 мл или 100 мл в компл. с градуированным шприцем и канюлей
ЦИКЛОТАЛ,LEMERY (MEK),таб. 100 мг: 30 шт.
ЦИКЛОТАЛ,LEMERY (MEK),таб. 500 мг: 10 или 30 шт.
ЦИКЛОФЕРОН®,ПОЛИСАН НТФФ (RUS),"таб., покр. кишечнорастворимой оболочкой, 150 мг: 10 или 50 шт."
ЦИКЛОФЕРОН®,ПОЛИСАН НТФФ (RUS),р-р д/в/в и в/м введения 250 мг/2 мл: амп. 5 шт.
ЦИКЛОФЕРОН®,ПОЛИСАН НТФФ (RUS),линимент 5%: фл. 5 мл 5 или 10 шт.
ЦИКЛОФОСФАН,БИОХИМИК (RUS),порошок д/пригот. р-ра д/инъекц. 100 мг: фл. 50 шт.
ЦИКЛОФОСФАН,БИОХИМИК (RUS),порошок д/пригот. р-ра д/инъекц. 200 мг: фл. 50 шт.
ЦИКЛОФОСФАН,КРАСФАРМА (RUS),порошок д/пригот. р-ра д/в/в и в/м введения 200 мг: фл. 1 шт.
ЦИКЛОФОСФАН-ЛЭНС БЫСТРОРАСТВОРИМЫЙ,ЛЭНС-ФАРМ (RUS),лиофилизат д/пригот. р-ра д/в/в и в/м введения 100 мг: фл. 1 шт.
ЦИКОРТИД ЦИКЛОКАПС,TEVA Pharmaceutical Industries (ISR),"порошок д/ингал. в капсулах 200 мкг: 30, 60, 100 или 120 шт."
ЦИЛОКСАН,ALCON-COUVREUR (BEL),капли глазные 0.3% (3 мг/1 мл): фл.-капельн. 5 мл
ЦИМЕВЕН,F.Hoffmann-La Roche (CHE),капс. 250 мг: 84 шт.
ЦИМЕВЕН,ROCHE PRODUCTS (GBR),капс. 250 мг: 84 шт.
ЦИМЕВЕН,F.Hoffmann-La Roche (CHE),лиофилизат д/пригот. р-ра д/инф. 500 мг: фл. 1 шт.
ЦИМЕТИДИН,BALKANPHARMA-DUPNITZA (BLG),"◊ таб., покр. оболочкой, 200 мг: 100 шт."
ЦИНДОЛ,ЯРОСЛАВСКАЯ ФАРМФАБРИКА (RUS),◊ сусп. д/наружн. прим. 12.5 г/100 мл: фл. 125 г
ЦИНКОВАЯ МАЗЬ,ЛАСКРАФТ (RUS),◊ мазь д/наружн. прим. 10%: банка 25 г
ЦИНКОВАЯ МАЗЬ,БИОСИНТЕЗ (RUS),◊ мазь д/наружн. прим. 10%: туба 30 г
