title,man,description
Вагилак,JADRAN Galenski Laboratorij (HOR),15 капсул в упаковке
Валерианахель®,Biologische Heilmittel Heel (DEU),
Венофитал,Фитосила/РеалКапс (RUS),"Вода, гидролизат эластина, эмолент, экстракт зеленого чая, эмульготор, противовосталительный комплекс растительных экстракторв, детоксицирующий комплекс растительных экстрактов, цетилстеариловый спирт, парбены, ментол, отдушка, дигидрокверцетин						"
Вертигохель®,Biologische Heilmittel Heel (DEU),
Виардо фортетм,Завод экологической техники и экопитания «ДИОД» (RUS),
Виардотм,Завод экологической техники и экопитания «ДИОД» (RUS),
Вибуркол®,Biologische Heilmittel Heel (DEU),
ВОБЭ-МУГОС Е,MUCOS PHARMA (DEU),"таб., покр. кишечнорастворимой оболочкой, 40 мг+40 мг+100 мг: 20, 40 или 100 шт."
ВОБЭ-МУГОС Е,MUCOS EMULSIONS (DEU),"таб., покр. кишечнорастворимой оболочкой, 40 мг+40 мг+100 мг: 20, 40 или 100 шт."
ВОБЭНЗИМ,MUCOS PHARMA (DEU),"◊ таб., покр. кишечнорастворимой оболочкой: 40, 200 или 800 шт."
ВОБЭНЗИМ,MUCOS EMULSIONS (DEU),"◊ таб., покр. кишечнорастворимой оболочкой: 40, 200 или 800 шт."
ВОДА ДЛЯ ИНЪЕКЦИЙ,ЭЛЛАРА МЦ (RUS),растворитель д/пригот. лек. форм д/и 2 мл: амп. 5 шт.
ВОДА ДЛЯ ИНЪЕКЦИЙ,ИВАНОВСКАЯ ОБЛАСТНАЯ СТАНЦИЯ ПЕРЕЛИВАНИЯ КРОВИ (RUS),растворитель д/пригот. лек. форм д/и 50 мл: бут.
ВОДА ДЛЯ ИНЪЕКЦИЙ,ИВАНОВСКАЯ ОБЛАСТНАЯ СТАНЦИЯ ПЕРЕЛИВАНИЯ КРОВИ (RUS),растворитель д/пригот. лек. форм д/и 100 мл: бут.
ВОДА ДЛЯ ИНЪЕКЦИЙ,БОРИСОВСКИЙ ЗАВОД МЕДПРЕПАРАТОВ (BLR),растворитель д/пригот. лек. форм д/и 2 мл: амп. 10 шт.
ВОДА ДЛЯ ИНЪЕКЦИЙ,БРЫНЦАЛОВ-А (RUS),растворитель д/пригот. лек. форм д/и 2 мл: амп. 5 шт.
ВОДА ДЛЯ ИНЪЕКЦИЙ,БРЫНЦАЛОВ-А (RUS),растворитель д/пригот. лек. форм д/и 1 мл: амп. 5 шт.
ВОДА ДЛЯ ИНЪЕКЦИЙ,БРЫНЦАЛОВ-А (RUS),растворитель д/пригот. лек. форм д/и 5 мл: амп. 5 шт.
ВОДА ДЛЯ ИНЪЕКЦИЙ,БРЫНЦАЛОВ-А (RUS),растворитель д/пригот. лек. форм д/и 10 мл: амп. 5 шт.
ВОДА ДЛЯ ИНЪЕКЦИЙ,БРЫНЦАЛОВ-А (RUS),растворитель д/пригот. лек. форм д/и 20 мл: амп. 5 шт.
ВОДА ДЛЯ ИНЪЕКЦИЙ,Компания ДЕКО (RUS),растворитель д/пригот. лек. форм д/и 2 мл: амп. 5 шт.
ВОДА ДЛЯ ИНЪЕКЦИЙ,Компания ДЕКО (RUS),растворитель д/пригот. лек. форм д/и 5 мл: амп. 5 шт.
ВОДА ДЛЯ ИНЪЕКЦИЙ,Компания ДЕКО (RUS),растворитель д/пригот. лек. форм д/и 10 мл: амп. 5 шт.
ВОДА ДЛЯ ИНЪЕКЦИЙ,БИОХИМИК (RUS),растворитель д/пригот. лек. форм д/и 2 мл: амп. 10 шт.
