title,man,description
КАБИВЕН ПЕРИФЕРИЧЕСКИЙ,FRESENIUS KABI (SWE),эмульсия д/инф. 1920 мл: контейнеры пластиковые трехкамерные 2 или 4 шт.
КАБИВЕН ЦЕНТРАЛЬНЫЙ,FRESENIUS KABI (SWE),эмульсия д/инф. 2053 мл: контейнеры пластиковые трехкамерные 2 или 4 шт.
КАБИВЕН ЦЕНТРАЛЬНЫЙ,FRESENIUS KABI (SWE),эмульсия д/инф. 1540 мл: контейнеры пластиковые трехкамерные 2 или 4 шт.
КАВЕРДЖЕКТ®,PHARMACIA (BEL),лиофилизат д/пригот. р-ра для внутрикавернозного введения 10 мкг: фл.
КАВЕРДЖЕКТ®,PHARMACIA (BEL),лиофилизат д/пригот. р-ра для внутрикавернозного введения 20 мкг: фл.
КАВИНТОН®,GEDEON RICHTER (HUN),таб. 5 мг: 50 шт.
КАВИНТОН®,GEDEON RICHTER (HUN),концентрат д/пригот. р-ра д/инф. 10 мг/2 мл: амп. 10 шт.
КАВИНТОН®,GEDEON RICHTER (HUN),концентрат д/пригот. р-ра д/инф. 25 мг/5 мл: амп. 10 шт.
КАВИНТОН®,GEDEON RICHTER (HUN),концентрат д/пригот. р-ра д/инф. 50 мг/10 мл: амп. 10 шт.
КАВИНТОН®,GEDEON RICHTER (HUN),р-р д/инф. концентрированный 10 мг/2 мл: амп. 10 шт.
КАВИНТОН® ФОРТЕ,GEDEON RICHTER (HUN),таб. 10 мг: 30 или 90 шт.
КАГОЦЕЛ®,НИАРМЕДИК ПЛЮС ООО (RUS),◊ таб. 12 мг: 10 шт.
КАДУЭТ,GOEDECKE (DEU),"таб., покр. пленочной оболочкой, 5 мг+10 мг: 7, 10, 14, 20, 28, 30, 50, 56, 60, 100 или 200 шт."
КАДУЭТ,GOEDECKE (DEU),"таб., покр. пленочной оболочкой, 10 мг+10 мг: 7, 10, 14, 20, 28, 30, 50, 56, 60, 100 или 200 шт."
КАЛАНХИН,ВИФИТЕХ (RUS),◊ гранулы д/пригот. р-ра д/приема внутрь 2 г: пак. 10 шт.
КАЛАНХИН,ВИФИТЕХ (RUS),◊ линимент 2%: туба 20 г
КАЛАНХОЭ СОК,ВИФИТЕХ (RUS),◊ р-р д/местн. и наружн. прим. спиртовой: фл. 20 мл
КАЛГЕЛЬ®,GlaxoSmithKline Pharmaceuticals (POL),◊ гель зубной 3.3 мг+1 мг/1 г: туба 10 г
КАЛГЕЛЬ®,ГлаксоСмитКляйн Трейдинг (RUS),◊ гель зубной 3.3 мг+1 мг/1 г: туба 10 г
КАЛЕНДУЛА,БОРИСОВСКИЙ ЗАВОД МЕДПРЕПАРАТОВ (BLR),◊ мазь д/наружн. прим. 10 г/100 г: банка 25 г
КАЛЕНДУЛА,ФАРМСТАНДАРТ-ФИТОФАРМ-НН (RUS),◊ мазь д/наружн. прим. 10 г/100 г: банки 25 г или 40 г
КАЛЕНДУЛЫ НАСТОЙКА,ВАТХЭМ-ФАРМАЦИЯ (RUS),◊ настойка (10 г/100 мл): фл. 40 мл
КАЛЕНДУЛЫ НАСТОЙКА,ФАРМСТАНДАРТ-ФИТОФАРМ-НН (RUS),◊ настойка (10 г/100 мл): фл. 40 мл
КАЛЕНДУЛЫ НАСТОЙКА,БИОСИНТЕЗ (RUS),◊ настойка (10 г/100 мл): фл. 50 мл
КАЛЕНДУЛЫ НАСТОЙКА,БИОТЭК МФПДК (RUS),◊ настойка (10 г/100 мл): фл. 50 мл
КАЛЕНДУЛЫ НАСТОЙКА,Фармацевтическая фабрика Санкт-Петербурга (RUS),◊ настойка (10 г/100 мл): фл. 40 мл
КАЛЕНДУЛЫ НАСТОЙКА,ПЕРМФАРМАЦИЯ (RUS),◊ настойка (10 г/100 мл): фл. 40 мл
КАЛЕНДУЛЫ НАСТОЙКА,РОСТОВСКАЯ ФАРМФАБРИКА (RUS),◊ настойка (10 г/100 мл): фл. 50 мл
КАЛЕНДУЛЫ НАСТОЙКА,АЛТАЙВИТАМИНЫ (RUS),◊ настойка (10 г/100 мл): фл. 50 мл
КАЛЕНДУЛЫ НАСТОЙКА,Фармацевтическая ф-ка ГКП г. Житомир (UKR),◊ настойка (10 г/100 мл): фл. 50 мл
КАЛЕНДУЛЫ НАСТОЙКА,БОРИСОВСКИЙ ЗАВОД МЕДПРЕПАРАТОВ (BLR),◊ настойка (10 г/100 мл): фл. 50 мл
КАЛЕНДУЛЫ НАСТОЙКА,ЭКОЛАБ (RUS),◊ настойка (10 г/100 мл): фл. 50 мл
КАЛЕНДУЛЫ НАСТОЙКА,МАГИКФАРМ (RUS),◊ настойка (10 г/100 мл): фл. 50 мл
КАЛЕНДУЛЫ НАСТОЙКА,КАМЕЛИЯ НПП (RUS),◊ настойка (10 г/100 мл): фл. 40 мл
КАЛЕНДУЛЫ НАСТОЙКА,РОСБИО (RUS),◊ настойка (10 г/100 мл): фл. 50 мл
КАЛЕНДУЛЫ НАСТОЙКА,СИНТЕЗ (RUS),◊ настойка (10 г/100 мл): фл. 50 мл
КАЛЕТРА,ABBOTT LABORATORIES (GBR),капс. 133.3 мг+33.3 мг: 180 шт.
