title,man,description
ЦЕБАНЕКС,ORCHID HEALTHCARE (IND),порошок д/пригот. р-ра д/в/в и в/м инъекц. 500 мг+500 мг: фл. 1 шт.
ЦЕБАНЕКС,ORCHID CHEMICALS & PHARMACEUTICALS (IND),порошок д/пригот. р-ра д/в/в и в/м инъекц. 500 мг+500 мг: фл. 1 шт.
ЦЕДЕКС,S.I.F.I. (ITA),капс. 400 мг: 5 шт.
ЦЕДЕКС,S.I.F.I. (ITA),порошок д/пригот. сусп. д/приема внутрь 180 мг/5 мл: фл. 30 мл
ЦЕКЛОР®,ELI LILLY ITALIA (ITA),капс. 250 мг: 12 шт.
ЦЕКЛОР®,ELI LILLY ITALIA (ITA),капс. 500 мг: 12 шт.
ЦЕКЛОР®,ELI LILLY ITALIA (ITA),гранулы д/пригот. сусп. д/приема внутрь 125 мг/5 мл: фл. 60 мл или 100 мл
ЦЕКЛОР®,ELI LILLY ITALIA (ITA),гранулы д/пригот. сусп. д/приема внутрь 250 мг/5 мл: фл. 60 мл или 100 мл
ЦЕЛАНИД,Фармцентр ВИЛАР (RUS),таб. 250 мкг: 30 шт.
ЦЕЛАСКОН® ВИТАМИН С,ZENTIVA (SLR),"◊ таб. шипучие (со вкусом красного апельсина) 500 мг: 10, 20 или 30 шт."
ЦЕЛЕБРЕКС®,PHARMACIA (GBR),"капс. 100 мг: 10, 20, 30, 40, 50 или 100 шт."
ЦЕЛЕБРЕКС®,SEARLE & COMPANY (PR),"капс. 100 мг: 10, 20, 30, 40, 50 или 100 шт."
ЦЕЛЕБРЕКС®,PHARMACIA (GBR),"капс. 200 мг: 10, 20, 30, 40, 50 или 100 шт."
ЦЕЛЕБРЕКС®,SEARLE & COMPANY (PR),"капс. 200 мг: 10, 20, 30, 40, 50 или 100 шт."
ЦЕЛЕДЕРМ С ГЕНТАМИЦИНОМ,БРЫНЦАЛОВ-А (RUS),крем д/наружн. прим. 1 мг+1 мг/1 г: тубы 15 г или 30 г
ЦЕЛЕСТОДЕРМ-В,SCHERING-PLOUGH LABO (BEL),◊ крем д/наружн. прим. 0.1%: тубы 15 г или 30 г
ЦЕЛЕСТОДЕРМ-В,SCHERING-PLOUGH LABO (BEL),◊ мазь д/наружн. прим. 0.1%: тубы 15 г или 30 г
ЦЕЛЕСТОДЕРМ-В с ГАРАМИЦИНОМ,SCHERING-PLOUGH LABO (BEL),◊ крем д/наружн. прим. 1 мг+1 мг/1 г: тубы 15 г или 30 г
ЦЕЛЕСТОДЕРМ-В С ГАРАМИЦИНОМ,SCHERING-PLOUGH LABO (BEL),◊ мазь д/наружн. прим. 1 мг+1 мг/1 г: тубы 15 г или 30 г
ЦЕЛЕСТОН,SCHERING-PLOUGH LABO (BEL),р-р д/инъекц. 4 мг/1 мл: амп. 5 шт.
ЦЕЛЕСТОН,SCHERING-PLOUGH LABO (BEL),таб. 500 мг: 30 шт.
ЦЕЛИПРОЛ,LECIVA (CS),"таб., покр. оболочкой, 100 мг: 30 или 100 шт."
ЦЕЛИПРОЛ,LECIVA (CS),"таб., покр. оболочкой, 200 мг: 30 или 100 шт."
ЦЕНТРУМ,WYETH PHARMACEUTICALL (USA),"◊ таб., покр. оболочкой: 30, 60 или 100 шт."
ЦЕНТРУМ,WYETH HOLDINGS CORPORATION (USA),"◊ таб., покр. оболочкой: 30, 60 или 100 шт."
ЦЕНТРУМ ДЕТСКИЙ,WYETH-AYERST CANADA (CAN),◊ таб. жевательные: 30 или 60 шт.
ЦЕНТРУМ ДЕТСКИЙ,WHITEHALL (CAN),◊ таб. жевательные: 30 или 60 шт.
ЦЕНТРУМ СИЛЬВЕР,WYETH CANADA (CAN),"◊ таб., покр. оболочкой: 25, 50 или 100 шт."
ЦЕПРОВА,LUPIN (IND),р-р д/инф. 200 мг/100 мл: фл. 1 шт.
ЦЕПРОВА,LUPIN (IND),"таб., покр. оболочкой, 250 мг: 100 шт."
ЦЕПРОВА,LUPIN (IND),"таб., покр. оболочкой, 500 мг: 100 шт."
ЦЕРАКСОН®,FERRER INTERNACIONAL (SPN),"р-р д/в/в и в/м введения 500 мг/4 мл: амп. 3, 5 или 10 шт."
ЦЕРАКСОН®,FERRER INTERNACIONAL (SPN),"р-р д/в/в и в/м введения 1 г/4 мл: амп. 3, 5 или 10 шт."
ЦЕРАКСОН®,FERRER INTERNACIONAL (SPN),р-р д/приема внутрь 100 мг/1 мл: фл. 30 мл
ЦЕРВАРИКС®,GlaxoSmithKline Biologicals (BEL),"сусп. д/в/м введения 40 мкг/0.5 мл (1 доза): фл. 1, 10 или 100 шт."
ЦЕРВАРИКС®,ГлаксоСмитКляйн Трейдинг (RUS),"сусп. д/в/м введения 40 мкг/0.5 мл (1 доза): фл. 1, 10 или 100 шт."
ЦЕРВАРИКС®,GlaxoSmithKline Biologicals (BEL),сусп. д/в/м введения 40 мкг/0.5 мл (1 доза): шприцы 1 или 10 шт.
ЦЕРВАРИКС®,ГлаксоСмитКляйн Трейдинг (RUS),сусп. д/в/м введения 40 мкг/0.5 мл (1 доза): шприцы 1 или 10 шт.
ЦЕРЕБРОЛИЗАТ,БЕЛМЕДПРЕПАРАТЫ (BLR),р-р д/в/м введения 1 мл: амп. 10 шт.
ЦЕРЕБРОЛИЗИН®,EBEWE PHARMA (AUT),р-р д/инъекц. 1 мл: амп. 10 шт.
ЦЕРЕБРОЛИЗИН®,EBEWE PHARMA (AUT),р-р д/инъекц. 5 мл: амп. 5 шт.
ЦЕРЕБРОЛИЗИН®,EBEWE PHARMA (AUT),р-р д/инъекц. 10 мл: амп. 5 шт.
ЦЕРЕБРОЛИЗИН®,EBEWE PHARMA (AUT),р-р д/инъекц. 30 мл: фл. 1 или 5 шт.
ЦЕРЕЗИМ,GENZYME (GBR),лиофилизат д/пригот. р-ра д/инф. 200 ЕД: фл. 1 шт.
ЦЕРЕЗИМ,GENZYME (GBR),лиофилизат д/пригот. р-ра д/инф. 400 ЕД: фл. 1 шт.
ЦЕРЕПРО,ВЕРОФАРМ (RUS),капс. 400 мг: 14 шт.
ЦЕРЕПРО,ВЕРОФАРМ (RUS),р-р д/в/в и в/м введения 1 г/4 мл: амп. 3 шт.
ЦЕРЕТОН®,ФармФирма СОТЕКС (RUS),р-р д/в/в и в/м введения 1 г/4 мл: амп. 3 или 5 шт.
ЦЕРНЕВИТ,BAXTER HEALTHCARE Corp. (USA),лиофилизат д/пригот. р-ра д/в/в введения: фл. 10 шт.
ЦЕРНЕВИТ,CLINTEC PARENTERAL (FRA),лиофилизат д/пригот. р-ра д/в/в введения: фл. 10 шт.
ЦЕРНИЛТОН®,Граминэкс-фарма Группа компаний (RUS),◊ таб.: 100 или 200 шт.
ЦЕРНИЛТОН®,GRAMINEX (USA),◊ таб.: 100 или 200 шт.
ЦЕРУГЛАН,БРЫНЦАЛОВ-А (RUS),таб. 10 мг: 50 шт.
ЦЕРУГЛАН,БРЫНЦАЛОВ-А (RUS),р-р д/инъекц. 10 мг/2 мл: амп. 10 шт.
ЦЕРУКАЛ,PLIVA HRVATSKA (HOR),р-р д/в/в и в/м введения 10 мг/2 мл: амп. 5 шт.
ЦЕРУКАЛ®,AWD.pharma (DEU),таб. 10 мг: 50 шт.
ЦЕРУКАЛ®,AWD.pharma (DEU),р-р д/в/в и в/м введения 10 мг/2 мл: амп. 10 шт.
ЦЕРУКАЛ®,PLIVA HRVATSKA (HOR),р-р д/в/в и в/м введения 10 мг/2 мл: амп. 10 шт.
ЦЕРУКАЛ®,AWD.pharma (DEU),таб. 10 мг: 50 шт.
ЦЕРУКАЛ®,PLIVA HRVATSKA (HOR),таб. 10 мг: 50 шт.
ЦЕРУЛАН,RUSAN PHARMA (IND),таб. 10 мг: 100 шт.
ЦЕРУЛАН,RUSAN PHARMA (IND),р-р д/инъекц. 10 мг/2 мл: амп. 10 шт.
ЦЕРУЛОПЛАЗМИН,ИММУНОПРЕПАРАТ (RUS),"лиофилизат д/пригот. р-ра д/в/в введения 100 мг: амп., фл. 5 шт."
