title,man,description
Галиум-Хель,Biologische Heilmittel Heel (DEU),
Гамимун Н,TALECRIS BIOTHERAPEUTICS (USA),"р-р д/в/в введения 10% 10 мл, 25 мл, 50 мл, 100 мл или 200 мл: фл. 1 шт."
Гастрикумель,Biologische Heilmittel Heel (DEU),
Гепар композитум®,Biologische Heilmittel Heel (DEU),
Гинекохель®,Biologische Heilmittel Heel (DEU),
ГиперРОУ С/Д,TALECRIS BIOTHERAPEUTICS (USA),р-р д/в/м введения1500 МЕ: шприц 1 шт.
ГиперХАЕС,FRESENIUS KABI DEUTSCHLAND (DEU),"р-р д/инф. 60 г (ГЭК 200/0.5)+72 г/1 л: мешки пластик. ""Фрифлекс"" 250 мл 20 или 30 шт."
Гирель,Biologische Heilmittel Heel (DEU),
ГОМЕОВОКС,Laboratoires BOIRON (FRA),◊ драже гомеопатич.: 60 шт.
ГОНАДОТРОПИН ХОРИОНИЧЕСКИЙ,МОСКОВСКИЙ ЭНДОКРИННЫЙ ЗАВОД (RUS),лиофилизат д/пригот. р-ра д/в/м введения 5000 МЕ: фл. 5 шт. в компл. с растворителем
ГОНАДОТРОПИН ХОРИОНИЧЕСКИЙ,МОСКОВСКИЙ ЭНДОКРИННЫЙ ЗАВОД (RUS),лиофилизат д/пригот. р-ра д/в/м введения 500 МЕ: фл. 5 шт. в компл. с растворителем
ГОНАДОТРОПИН ХОРИОНИЧЕСКИЙ,МОСКОВСКИЙ ЭНДОКРИННЫЙ ЗАВОД (RUS),лиофилизат д/пригот. р-ра д/в/м введения 1000 МЕ: фл. 5 шт. в компл. с растворителем
ГОНАДОТРОПИН ХОРИОНИЧЕСКИЙ,МОСКОВСКИЙ ЭНДОКРИННЫЙ ЗАВОД (RUS),лиофилизат д/пригот. р-ра д/в/м введения 1500 МЕ: фл. 5 шт. в компл. с растворителем
ГОНАЛ-Ф®,Laboratoires SERONO (CHE),"лиофилизат д/пригот. р-ра д/п/к введения 5.5 мкг (75 МЕ): фл. 1, 3, 5 или 10 шт. в компл. с растворителем"
ГОНАЛ-Ф®,Laboratoires SERONO (CHE),"лиофилизат д/пригот. р-ра д/п/к введения 11 мкг (150 МЕ): фл. 1, 3, 5 или 10 шт. в компл. с растворителем"
ГОНАЛ-Ф®,INDUSTRIA FARMACEUTICA SERONO (ITA),"лиофилизат д/пригот. р-ра д/в/м и п/к введения 75 МЕ: амп. 1, 3 или 10 шт. в компл. с растворителем"
ГОНАЛ-Ф®,INDUSTRIA FARMACEUTICA SERONO (ITA),"лиофилизат д/пригот. р-ра д/в/м и п/к введения 150 МЕ: амп. 1, 3 или 10 шт. в компл. с растворителем"
ГОНАЛ-Ф®,INDUSTRIA FARMACEUTICA SERONO (ITA),лиофилизат д/пригот. р-ра д/п/к введения 33 мкг (450 МЕ): фл. 1 шт. в компл. с растворителем
ГОНАЛ-Ф®,INDUSTRIA FARMACEUTICA SERONO (ITA),лиофилизат д/пригот. р-ра д/п/к введения 77 мкг (1050 МЕ): фл. 1 шт. в компл. с растворителем
ГОНАЛ-Ф®,INDUSTRIA FARMACEUTICA SERONO (ITA),р-р д/п/к введения 22 мкг (300 МЕ)/0.5 мл: шприц-ручка
ГОНАЛ-Ф®,INDUSTRIA FARMACEUTICA SERONO (ITA),р-р д/п/к введения 33 мкг (450 МЕ)/0.75 мл: шприц-ручка
ГОНАЛ-Ф®,INDUSTRIA FARMACEUTICA SERONO (ITA),р-р д/п/к введения 66 мкг (900 МЕ)/1.5 мл: шприц-ручка
ГОПАНТАМ,АЛТАЙВИТАМИНЫ (RUS),"таб. 250 мг: 10, 20, 30, 40 или 50 шт."
ГОПАНТАМ,АЛТАЙВИТАМИНЫ (RUS),"таб. 500 мг: 10, 20, 30, 40 или 50 шт."
ГОПТЕН®,ABBOTT (DEU),капс. 2 мг: 28 шт.
ГОРДОКС,GEDEON RICHTER (HUN),концентрат д/пригот. р-ра д/в/в введения 100 тыс.КИЕ/10 мл: амп. 25 шт.
ГОРДОКС,GEDEON RICHTER (HUN),р-р д/инф. 500 тыс.КИЕ/50 мл: фл. 10 шт.
Гормель СН,Biologische Heilmittel Heel (DEU),
ГОРПИЛС,GEPACH INTERNATIONAL (IND),"◊ пастилки апельсиновые, клубничные, лимонные, лимонно-медовые или ментолово-эвкалиптовые: 200 шт."
ГРАМИЦИДИН С,ОБНОВЛЕНИЕ (RUS),◊ таб. д/рассасывания 1.5 мг (1500 ЕД): 10 или 20 шт.
ГРАММИДИН®,Щелковский Витаминный Завод (RUS),◊ таб. д/рассасывания 1.5 мг (1500 ЕД): 10 или 20 шт.
ГРАММИДИН® С АНЕСТЕТИКОМ НЕО,Щелковский Витаминный Завод (RUS),"◊ таб. д/рассасывания 3 мг+200 мкг+1 мг: 12, 18 или 24 шт."
ГРАМОКС-Д,СПЕРКО УКРАИНА СП (UKR),порошок д/пригот. сусп. д/приема внутрь 250 мг/5 мл: фл. 60 мл
