title,man,description
ЭБУНЕКС,SANDOZ PRIVATE (IND),"таб. 150 мг+400 мг: 20, 100 или 500 шт."
ЭБУТОЛ,NOVARTIS ENTERPRISES PRIVATE (IND),"таб. 400 мг: 100, 1000 или 2000 шт."
ЭБУТОЛ,PROMED EXPORTS (IND),"таб. 400 мг: 100, 1000 или 2000 шт."
ЭБУТОЛ,NOVARTIS ENTERPRISES PRIVATE (IND),"таб. 800 мг: 100, 1000 или 2000 шт."
ЭБУТОЛ,PROMED EXPORTS (IND),"таб. 800 мг: 100, 1000 или 2000 шт."
ЭВИСТА,LILLY (SPN),"таб., покр. оболочкой, 60 мг: 14, 28 или 84 шт."
ЭВИТОЛ,KRKA (SLO),пастилки 100 мг: 30 шт.
ЭВКАБАЛ,ESPARMA (DEU),◊ сироп 3 г+15 г/100 г: фл. 100 мл или 250 мл
ЭВКАБАЛ С,ESPARMA (DEU),◊ эмульсия д/ингал. и наружн. прим.: тубы 40 мл или 100 мл
ЭВКАЛИПТ-М,NATUR PRODUKT EUROPE (NID),◊ пастилки 6 мг+5.5 мг: 12 или 24 шт.
ЭВКАЛИПТ-М,NATUR PRODUKT EUROPE (NID),◊таб. д/рассасывания 6 мг+5.5 мг: 20 шт.
ЭВКАЛИПТА НАСТОЙКА,ВАТХЭМ-ФАРМАЦИЯ (RUS),◊ настойка (200 г/1 л): фл. 25 мл
ЭВКАЛИПТА НАСТОЙКА,ФАРМСТАНДАРТ-ФИТОФАРМ-НН (RUS),◊ настойка (200 г/1 л): фл. 25 мл
ЭВКАЛИПТА НАСТОЙКА,Фармацевтическая ф-ка г. Копейск (RUS),◊ настойка (200 г/1 л): фл. 25 мл
ЭВКАЛИПТА НАСТОЙКА,ЯРОСЛАВСКАЯ ФАРМФАБРИКА (RUS),◊ настойка (200 г/1 л): фл. 25 мл
ЭВКАЛИПТА НАСТОЙКА,СИНТЕЗ (RUS),◊ настойка (200 г/1 л): фл. 25 мл
ЭВКАЛИПТА ПРУТОВИДНОГО ЛИСТЬЯ,ФИРМА ЗДОРОВЬЕ (RUS),◊ сырье растительное измельченное 50 г: пачка
ЭВКАЛИПТА ПРУТОВИДНОГО ЛИСТЬЯ,ФИРМА ЗДОРОВЬЕ (RUS),◊ сырье растительное - порошок 1.5 г: фильтр-пакеты 10 шт.
ЭВКАЛИПТА ПРУТОВИДНОГО ЛИСТЬЯ,Ст.-МЕДИФАРМ (RUS),◊ сырье растительное измельченное 50 г: пачка
ЭВКАЛИПТА ПРУТОВИДНОГО ЛИСТЬЯ,КРАСНОГОРСКЛЕКСРЕДСТВА (RUS),◊ сырье растительное измельченное 50 г: пачка
ЭВКАЛИПТА ПРУТОВИДНОГО ЛИСТЬЯ,Фармацевтическая фабрика Санкт-Петербурга (RUS),◊ сырье растительное измельченное 50 г: пачка
ЭВКАРОМ (Сбор для ингаляций №2),Ст.-МЕДИФАРМ (RUS),"◊ сбор растительный - сырье измельченное: пачки 20 г, 30 г, 40 г, 50 г или 100 г"
ЭГИЛОК®,EGIS PHARMACEUTICALS (HUN),таб. 25 мг: 30 или 60 шт.
ЭГИЛОК®,EGIS PHARMACEUTICALS (HUN),таб. 50 мг: 30 или 60 шт.
ЭГИЛОК®,EGIS PHARMACEUTICALS (HUN),таб. 100 мг: 30 или 60 шт.
ЭГИЛОК® РЕТАРД,EGIS PHARMACEUTICALS (HUN),"таб. пролонгированного действия, покр. оболочкой, 50 мг: 10, 20 или 30 шт."
ЭГИЛОК® РЕТАРД,EGIS PHARMACEUTICALS (HUN),"таб. пролонгированного действия, покр. оболочкой, 100 мг: 10, 20 или 30 шт."
ЭГЛЕК®,ДАЛЬХИМФАРМ (RUS),таб. 200 мг: 12 шт.
ЭГЛЕК®,МАСТЕРЛЕК (RUS),таб. 200 мг: 12 шт.
ЭГЛЕК®,ДАЛЬХИМФАРМ (RUS),р-р д/в/м введения 100 мг/2 мл: амп. 10 шт.
ЭГЛЕК®,МАСТЕРЛЕК (RUS),р-р д/в/м введения 100 мг/2 мл: амп. 10 шт.
ЭГЛОНИЛ®,SANOFI WINTHROP INDUSTRIE (FRA),капс. 50 мг: 30 шт.
ЭГЛОНИЛ®,SANOFI WINTHROP INDUSTRIE (FRA),таб. 200 мг: 12 или 60 шт.
ЭГЛОНИЛ®,SANOFI WINTHROP INDUSTRIE (FRA),р-р д/в/м введения 100 мг/2 мл: амп. 6 шт.
ЭГЛОНИЛ®,Laboratoire SYNTHELABO GROUPE (FRA),р-р д/приема внутрь 25 мг/5 мл: фл. 200 мл
ЭДИЦИН®,LEK d.d. (SLO),лиофилизат д/пригот. р-ра д/инф. 500 мг: фл. 1 шт.
ЭДИЦИН®,LEK d.d. (SLO),лиофилизат д/пригот. р-ра д/инф. 1 г: фл. 1 шт.
ЭДНИТ®,GEDEON RICHTER (HUN),таб. 2.5 мг: 20 или 30 шт.
ЭДНИТ®,GEDEON RICHTER (HUN),таб. 5 мг: 20 или 30 шт.
ЭДНИТ®,GEDEON RICHTER (HUN),таб. 10 мг: 20 или 30 шт.
ЭДНИТ®,GEDEON RICHTER (HUN),таб. 20 мг: 20 или 30 шт.
ЭДНОК,RUSAN PHARMA (IND),таб. сублингвальные 200 мкг: 100 шт.
ЭДНОК,RUSAN PHARMA (IND),таб. сублингвальные 400 мкг: 20 или 100 шт.
ЭДРОНАКС,PHARMACIA & UPJOHN (ITA),таб. 2 мг: 20 или 60 шт.
ЭДРОНАКС,PHARMACIA & UPJOHN (ITA),таб. 4 мг: 20 или 60 шт.
ЭЗЕТРОЛ®,SCHERING-PLOUGH LABO (BEL),"таб. 10 мг: 7, 14, 28 или 56 шт."
ЭЗЕТРОЛ®,Merck Sharp & Dohme Idea (NID),"таб. 10 мг: 7, 14, 28 или 56 шт."
ЭЗЕТРОЛ®,Schering-Plough Central East (CHE),"таб. 10 мг: 7, 14, 28 или 56 шт."
ЭКВАТОР®,GEDEON RICHTER (HUN),"таб. 5 мг+10 мг: 10, 20 или 30 шт."
ЭКЗИФИН®,DR. REDDY`S LABORATORIES (IND),"таб. 250 мг: 16, 20, 28 или 40 шт."
ЭКЗИФИН®,DR. REDDY`S LABORATORIES (IND),◊ крем д/наружн. прим. 1%: туба 10 г
ЭКЗИФИН®,GROUP PHARMACEUTICALS (IND),◊ крем д/наружн. прим. 1%: туба 10 г
ЭКЗОДЕРИЛ®,SANDOZ (AUT),◊ р-р д/наружн. прим. 1%: фл. 10 мл
ЭКЗОДЕРИЛ®,Globopharm pharmazeutische Productions und Handels (AUT),◊ р-р д/наружн. прим. 1%: фл. 10 мл
ЭКЗОДЕРИЛ®,SANDOZ (AUT),◊ крем д/наружн. прим. 10 мг/1 г: тубы 15 или 30 г
ЭКЗОДЕРИЛ®,MERCK (AUT),◊ крем д/наружн. прим. 10 мг/1 г: тубы 15 или 30 г
ЭКЗОРУМ,ВЕРОФАРМ (RUS),лиофилизат д/пригот. р-ра д/инф. 50 мг: фл. 1 шт.
ЭКЗОРУМ,ЛЭНС-ФАРМ (RUS),лиофилизат д/пригот. р-ра д/инф. 50 мг: фл. 1 шт.
ЭКЗОРУМ,ВЕРОФАРМ (RUS),лиофилизат д/пригот. р-ра д/инф. 100 мг: фл. 1 шт.
ЭКЗОРУМ,ЛЭНС-ФАРМ (RUS),лиофилизат д/пригот. р-ра д/инф. 100 мг: фл. 1 шт.
ЭКЗОСУРФ ДЛЯ НОВОРОЖДЕННЫХ,GLAXO WELLCOME OPERATIONS (GBR),порошок д/пригот. сусп. д/эндотрахеального введен. 108 мг: фл. 1 шт. в компл. с растворителем
ЭКОДАКС®,UNIQUE PHARMACEUTICAL Laboratories (IND),◊ крем д/наружн. прим. 1%: тубы 10 г или 20 г
ЭКОДАКС®,J.B. Chemicals & Pharmaceuticals (IND),◊ крем д/наружн. прим. 1%: тубы 10 г или 20 г
ЭКОЗИТРИН,АВВА РУС (RUS),"таб 250 мг.  4,5,7,10 или 14 шт"
ЭКОЗИТРИН,АВВА РУС (RUS),"таб. 500 мг  4,5,7,10 или 14 шт"
ЭКОКЛАВ,АВВА РУС (RUS),"порошок 125 мг+31,25 мг/5 мл"
ЭКОКЛАВ,АВВА РУС (RUS),"порошок 250 мг+62,5 мг/5 мл"
ЭКОКЛАВ,АВВА РУС (RUS),"табл 250+125 мг 5,7,14 или 15 шт"
ЭКОКЛАВ,АВВА РУС (RUS),"табл. 500мг+125мг. 5,7,14 или 15 шт"
ЭКОКЛАВ,АВВА РУС (RUS),"табл.875 мг+125 мг  5,7 или 14 шт."
ЭКОЛЕВИД,АВВА РУС (RUS),"табл. 250 мг. 5,10 шт."
ЭКОЛЕВИД,АВВА РУС (RUS),табл. 500мг по 5 или 10 шт.
ЭКОМЕД,АВВА РУС (RUS),таб. 250 мг. 6 шт
ЭКОМЕД,АВВА РУС (RUS),таб. 500 мг. 3 шт
ЭКОМЕД,АВВА РУС (RUS),капс. 250 мг 6 шт.
ЭКОРАЛ,IVAX Pharmaceuticals (CS),капс. 25 мг: 50 шт.
ЭКОРАЛ,IVAX Pharmaceuticals (CS),капс. 50 мг: 50 шт.
ЭКОРАЛ,IVAX Pharmaceuticals (CS),капс. 100 мг: 50 шт.
ЭКОРАЛ,IVAX Pharmaceuticals (CS),р-р д/приема внутрь 100 мг/1 мл: фл. 50 мл 5 шт.
ЭКОФЕМИН,PHARMA-VINCI (DNK),◊ супп. вагинальные 100 млн.КОЕ: 12 шт.
ЭКСЕЛОН,NOVARTIS FARMACEUTICA (SPN),капс. 500 мкг: 28 шт.
ЭКСЕЛОН,NOVARTIS FARMACEUTICA (SPN),капс. 1 мг: 28 шт.
ЭКСЕЛОН®,NOVARTIS PHARMA (CHE),"капс. 1.5 мг: 14, 28, 56 или 112 шт."
ЭКСЕЛОН®,NOVARTIS FARMACEUTICA (SPN),"капс. 1.5 мг: 14, 28, 56 или 112 шт."
ЭКСЕЛОН®,NOVARTIS PHARMA (CHE),"капс. 3 мг: 14, 28, 56 и 112 шт."
ЭКСЕЛОН®,NOVARTIS FARMACEUTICA (SPN),"капс. 3 мг: 14, 28, 56 и 112 шт."
ЭКСЕЛОН®,NOVARTIS PHARMA (CHE),"капс. 4.5 мг: 14, 28, 56 и 112 шт."
ЭКСЕЛОН®,NOVARTIS FARMACEUTICA (SPN),"капс. 4.5 мг: 14, 28, 56 и 112 шт."
ЭКСЕЛОН®,NOVARTIS PHARMA (CHE),"капс. 6 мг: 14, 28, 56 и 112 шт."
