title,man,description
Калькохель,Biologische Heilmittel Heel (DEU),
Капилар,Завод экологической техники и экопитания «ДИОД» (RUS),
КардиАСК®,КАНОНФАРМА ПРОДАКШН (RUS),"◊ таб., покр. кишечнорастворимой оболочкой, 50 мг: 10, 20 или 30 шт."
КардиАСК®,КАНОНФАРМА ПРОДАКШН (RUS),"◊ таб., покр. кишечнорастворимой оболочкой, 100 мг: 10, 20 или 30 шт."
КардиАСК®,КАНОНФАРМА ПРОДАКШН (RUS),"◊ таб., покр. кишечнорастворимой оболочкой, 300 мг: 10, 20 или 30 шт."
Кетанов,RANBAXY LABORATORIES (IND),Кеторолака трометамин - таблетки 10 мг : 100 шт
КЛАБАКС,RANBAXY LABORATORIES (IND),кларитромицин - 250 или 500 мг : 12 шт
КЛАБАКС,RANBAXY LABORATORIES (IND),"таб., покр. оболочкой, 500 мг: 10 шт."
КЛАБАКС,RANBAXY LABORATORIES (IND),гранулы д/пригот. сусп. д/приема внутрь 125 мг/5 мл: фл. 60 мл или 100 мл
КЛАБАКС,RANBAXY LABORATORIES (IND),гранулы д/пригот. сусп. д/приема внутрь 250 мг/5 мл: фл. 60 мл или 100 мл
КЛАБАКС,RANBAXY LABORATORIES (IND),"таб. пролонг. действия, покр. пленочной обол., 500 мг: 10 шт."
Клабакс ОД,RANBAXY LABORATORIES (IND),кларитромицин - 500 мг: 14 шт
Клабакс ОД,RANBAXY LABORATORIES (IND),кларитромицин - 500 мг : 7 шт
Клабакс ОД,RANBAXY LABORATORIES (IND),кларитромицин - 500 мг : 5 шт
КЛАЛЛЕРГИН,ФП ОБОЛЕНСКОЕ (RUS),◊ таб. 10 мг: 10 шт.
КЛАМОСАР,БИОХИМИК (RUS),порошок д/пригот. р-ра д/в/в введения 500 мг+100 мг: фл.
КЛАМОСАР,БИОХИМИК (RUS),порошок д/пригот. р-ра д/в/в введения 1 г+200 мг: фл.
КЛАРБАКТ,IPCA LABORATORIES (IND),"таб., покр. оболочкой, 250 мг: 4 или 10 шт."
КЛАРБАКТ,IPCA LABORATORIES (IND),"таб., покр. оболочкой, 500 мг: 4 или 10 шт."
КЛАРГОТИЛ®,ГЕДЕОН РИХТЕР-РУС (RUS),◊ таб. 10 мг: 10 шт.
КЛАРГОТИЛ®,GEDEON RICHTER (HUN),◊ таб. 10 мг: 10 шт.
КЛАРЕКСИД,PLIVA HRVATSKA (HOR),"таб., покр. пленочной оболочкой, 250 мг: 10 шт."
КЛАРИДОЛ,SHREYA LIFE SCIENCES (IND),◊ таб. 10 мг: 7 шт.
КЛАРИДОЛ,SHREYA LIFE SCIENCES (IND),◊ сироп 1 мг/1 мл: фл. 100 мл
КЛАРИСЕНС,ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА (RUS),◊ сироп 5 мг/5 мл: фл. 100 мл
КЛАРИСЕНС,ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА (RUS),"◊ таб. 10 мг: 10, 20, 30 или 50 шт."
КЛАРИТИН®,SCHERING-PLOUGH LABO (BEL),◊ сироп 1 мг/1 мл: фл. 60 мл или 120 мл
КЛАРИТИН®,SCHERING-PLOUGH LABO (BEL),"◊ таб. 10 мг: 7, 10 или 30 шт."
КЛАРИТРОМИЦИН ПРОТЕКХ,PROTECH BIOSYSTEMS (IND),"таб., покр. оболочкой, 250 мг: 10 или 100 шт."
КЛАРИТРОМИЦИН-ВЕРТЕ,ВЕРТЕКС (RUS),капс. 250 мг: 14 шт.
КЛАРИТРОСИН®,СИНТЕЗ (RUS),"таб., покр. оболочкой, 250 мг: 10 или 20 шт."
КЛАРИТРОСИН®,СИНТЕЗ (RUS),"таб., покр. оболочкой, 500 мг: 5 или 10 шт."
КЛАРИЦИТ,ФАРМА СТАРТ (UKR),"таб., покр. оболочкой, 250 мг: 10 шт."
КЛАРОМИН,Eczacibasi Ilac Sanayi ve Ticaret (TUR),"таб., покр. оболочкой, 250 мг: 14 шт."
КЛАРОМИН,Eczacibasi Ilac Sanayi ve Ticaret (TUR),"таб., покр. оболочкой, 500 мг: 14 шт."
КЛАРОСИП,GRÜNENTHAL (DEU),"гранулы д/пригот. сусп. д/приема внутрь 125 мг: трубки 10, 14 или 20 шт."
КЛАРОСИП,GRÜNENTHAL (DEU),"гранулы д/пригот. сусп. д/приема внутрь 187.5 мг: трубки 10, 14 или 20 шт."
