title,man,description
Таргетек,RANBAXY LABORATORIES (IND),клопидогрел 75 мг
Тартефедрель Н,Biologische Heilmittel Heel (DEU),
Тестис композитум,Biologische Heilmittel Heel (DEU),
Тонзилла композитум,Biologische Heilmittel Heel (DEU),
ТРАВАТАН,ALCON-COUVREUR (BEL),капли глазные 40 мкг/1 мл: фл-капельн. 2.5 мл
ТРАВИСИЛ,PLETHICO PHARMACEUTICALS (IND),◊ таблетки д/рассасывания лимонные: 16 шт.
ТРАВИСИЛ,PLETHICO PHARMACEUTICALS (IND),◊ таблетки д/рассасывания апельсиновые: 16 шт.
ТРАВИСИЛ,PLETHICO PHARMACEUTICALS (IND),◊ таблетки д/рассасывания мятные: 16 шт.
ТРАВИСИЛ,PLETHICO PHARMACEUTICALS (IND),◊ таблетки д/рассасывания медовые: 16 шт.
ТРАВИСИЛ,PLETHICO PHARMACEUTICALS (IND),"◊ сироп: фл. 10, 60 и 100 мл."
ТРАВИСИЛ,PLETHICO PHARMACEUTICALS (IND),◊ р-р д/приема внутрь: фл. 100 мл.
ТРАВИСИЛ,PLETHICO PHARMACEUTICALS (IND),◊ таблетки д/рассасывания без сахара апельсиновые: 12 шт.
ТРАВИСИЛ,PLETHICO PHARMACEUTICALS (IND),◊ таблетки д/рассасывания без сахара лимонные: 12 шт.
ТРАВИСИЛ,PLETHICO PHARMACEUTICALS (IND),◊ таблетки д/рассасывания без сахара мятные: 12 шт.
ТРАВИСИЛ,PLETHICO PHARMACEUTICALS (IND),◊ таблетки д/рассасывания без сахара черносмородиновые: 12 шт.
ТРАВОГЕН,INTENDIS (DEU),крем 1%: туба 20 г
ТРАВОГЕН,INTENDIS MANUFACTURING (ITA),крем 1%: туба 20 г
ТРАВОКОРТ,INTENDIS (DEU),крем 10 мг+1 мг/1 г: туба 15 г
ТРАВОКОРТ,INTENDIS MANUFACTURING (ITA),крем 10 мг+1 мг/1 г: туба 15 г
ТРАДОЛ,RUSAN PHARMA (IND),капс. 50 мг: 20 шт.
ТРАДОЛ,RUSAN PHARMA (IND),р-р д/инъекц. 50 мг/1 мл: амп. 10 шт.
ТРАДОЛ,RUSAN PHARMA (IND),р-р д/инъекц. 100 мг/2 мл: амп. 10 шт.
ТРАЗОГРАФ®,UNIQUE PHARMACEUTICAL Laboratories (IND),р-р д/инъекций 60%: амп. 20 мл 5 шт.
