title,man,description
Данцил,PROMED EXPORTS (IND),"Глазные и ушные капли 5 мл, .капельница				 "
Дискус композитум,Biologische Heilmittel Heel (DEU),
ДРАМИНА,JADRAN Galenski Laboratorij (HOR),◊ таб. 50 мг: 5 или 10 шт.
ДРАПОЛЕН®,GlaxoSmithKline Pharmaceuticals (POL),◊ крем д/наружн. прим. 100 мкг+2 мг/1 г: туба 55 г
ДРИЛЛ,DIETETIQUE et PHARMACIE (FRA),◊ пастилки 3 мг+200 мкг: 12 или 24 шт.
ДРИЛЛ,DIETETIQUE et PHARMACIE (FRA),◊ пастилки б/сахара 3 мг+200 мкг: 12 или 24 шт.
ДРИЛЛ,DIETETIQUE et PHARMACIE (FRA),◊ пастилки с розовым медом 3 мг+200 мкг: 12 или 24 шт.
ДРИПТАН®,Laboratoires FOURNIER (FRA),таб. 5 мг: 30 шт.
ДРИПТАН®,SOLVAY PHARMACEUTICALS (FRA),таб. 5 мг: 30 шт.
ДРОВЕРИН,МОСХИМФАРМПРЕПАРАТЫ им. Н.А.Семашко ОАО (RUS),р-р д/инъекц. 40 мг/2 мл: амп. 5 или 10 шт.
ДРОПЕРИДОЛ,МОСКОВСКИЙ ЭНДОКРИННЫЙ ЗАВОД (RUS),р-р д/инъекц. 0.25% (5 мг/2 мл): амп. 5 шт.
ДРОПЕРИДОЛ,МОСКОВСКИЙ ЭНДОКРИННЫЙ ЗАВОД (RUS),р-р д/инъекц. 0.25% (12.5 мг/5 мл): амп. 5 шт.
ДРОПЕРИДОЛ,GEDEON RICHTER (HUN),р-р д/инъекц. 25 мг/10 мл: фл. 50 шт.
ДРОТАВЕРИН,IPCA LABORATORIES (IND),"◊таб., покр. оболочкой, 40 мг: 10 или 20 шт."
ДРОТАВЕРИН,IPCA LABORATORIES (IND),"◊таб., покр. оболочкой, 80 мг: 10 или 20 шт."
ДРОТАВЕРИН,РОЗФАРМ (RUS),◊ таб. 40 мг: 20 шт.
ДРОТАВЕРИН,ДАЛЬХИМФАРМ (RUS),◊ таб. 40 мг: 10 шт.
ДРОТАВЕРИН,АНТИВИРАЛ НПО (RUS),◊ таб. 40 мг: 20 шт.
ДРОТАВЕРИН,БИОХИМИК (RUS),р-р д/инъекц. 40 мг/2 мл: амп. 5 шт.
ДРОТАВЕРИН,ТАТХИМФАРМПРЕПАРАТЫ (RUS),◊ таб. 40 мг: 20 шт.
ДРОТАВЕРИН,Новосибхимфарм (RUS),р-р д/инъекц. 40 мг/2 мл: амп. 10 шт.
ДРОТАВЕРИН,ВЕРОФАРМ (RUS),◊ таб. 40 мг: 20 шт.
ДРОТАВЕРИН,МОСХИМФАРМПРЕПАРАТЫ им. Н.А.Семашко ОАО (RUS),◊ таб. 40 мг: 20 шт.
ДРОТАВЕРИН,МОСКОВСКИЙ ЭНДОКРИННЫЙ ЗАВОД (RUS),◊ таб. 40 мг: 50 шт.
ДРОТАВЕРИН,ВАЛЕНТА ФАРМАЦЕВТИКА (RUS),◊ таб. 40 мг: 20 шт.
ДРОТАВЕРИН,ОРГАНИКА (RUS),◊ таб. 40 мг: 20 шт.
ДРОТАВЕРИН,ДАЛЬХИМФАРМ (RUS),р-р д/инъекц. 40 мг/2 мл: амп. 10 шт.
ДРОТАВЕРИН,ОБНОВЛЕНИЕ (RUS),◊ таб. 40 мг: 20 шт.
ДРОТАВЕРИН,НИОПИК ГНЦ (RUS),◊ таб. 40 мг: 20 шт.
ДРОТАВЕРИН,АРТЛАЙФ (RUS),◊ таб. 40 мг: 20 шт.
ДРОТАВЕРИН,ЕВРОФАРМ (RUS),◊ таб. 40 мг: 20 шт.
ДРОТАВЕРИН,ФАРМПРОЕКТ (RUS),◊ таб. 40 мг: 20 шт.
ДРОТАВЕРИН,НИЖФАРМ (RUS),◊ таб. 40 мг: 20 шт.
ДРОТАВЕРИН,БИОСИНТЕЗ (RUS),◊ таб. 40 мг: 20 шт.
ДРОТАВЕРИН,Компания ДЕКО (RUS),р-р д/инъекц. 40 мг/2 мл: амп. 5 шт.
ДРОТАВЕРИН,БИОМЕД им. И.И.Мечникова (RUS),р-р д/инъекц. 40 мг/2 мл: амп. 5 шт.
ДРОТАВЕРИН,СИНТЕЗ (RUS),◊ таб. 40 мг: 20 шт.
ДРОТАВЕРИН ФОРТЕ,ВАЛЕНТА ФАРМАЦЕВТИКА (RUS),◊ таб. 80 мг: 20 шт.
ДРОТАВЕРИН-Н.С.,Новосибхимфарм (RUS),р-р д/инъекц. 2% (40 мг/2 мл): амп. 5 или 10 шт.
ДРОТАВЕРИН-СТИ,ВИФИТЕХ (RUS),р-р д/инъекц. 2% (40 мг/2 мл): амп. 5 или 10 шт.
ДРОТАВЕРИН-ЭЛЛАРА,ЭЛЛАРА МЦ (RUS),р-р д/в/в и в/м введения 40 мг/2 мл: амп. 10 шт.
ДРОТАВЕРИН-ЭЛЛАРА,ЭЛЛАРА МЦ (RUS),р-р д/в/в и в/м введения 100 мг/5 мл: амп. 10 шт.
ДУБА КОРА,ФЛОРА-ФАРМ (RUS),◊ сырье растительное-порошок 1.5 г: фильтр-пакеты 10 шт.
ДУБА КОРА,ЗДОРОВЬЕ ФИРМА (RUS),◊ сырье растительное-порошок 1.5 г: фильтр-пакеты 10 шт.
ДУБА КОРА,ЗДОРОВЬЕ ФИРМА (RUS),◊ сырье растительное измельченное 30 г: пачки
ДУБА КОРА,КРАСНОГОРСКЛЕКСРЕДСТВА (RUS),◊ сырье растительное измельченное 35 г: пачки
