title,man,description
ДИАБ-НОРМ,КРКА-РУС (RUS),таб. 15 мг: 28 шт.
ДИАБ-НОРМ,КРКА-РУС (RUS),таб. 30 мг: 28 шт.
ДИАБЕТОН,Лаборатории Сервье (FRA),таб. 80 мг: 60 шт.
ДИАБЕТОН,Лаборатории Сервье Индастри (FRA),таб. 80 мг: 60 шт.
ДИАБЕТОН® МВ,Les Laboratoires SERVIER (FRA),таб. с модифицир. высвобождением 30 мг: 30 или 60 шт.
ДИАБЕТОН® МВ,Les Laboratoires SERVIER INDUSTRIE (FRA),таб. с модифицир. высвобождением 30 мг: 30 или 60 шт.
ДИАБЕТОН® МВ,СЕРДИКС (RUS),таб. с модифицир. высвобождением 30 мг: 30 или 60 шт.
ДИАБЕФАРМ,Лаборатории Сервье Индастри (FRA),таб. 80 мг: 30 или 60 шт.
ДИАБЕФАРМ,ФАРМАКОР ПРОДАКШН (RUS),таб. 80 мг: 30 или 60 шт.
ДИАБЕФАРМ МВ,ФАРМАКОР ПРОДАКШН (RUS),таб. с модиф. высвобождением 30 мг: 60 шт.
ДИАБРЕЗИД,MOLTENI FARMACEUTICI (ITA),таб. 80 мг: 40 шт.
ДИАЗЕПАМ,S.C. TERAPIA (RUM),таб. 5 мг: 30 шт.
ДИАЗЕПАМ,S.C. TERAPIA (RUM),таб. 10 мг: 30 шт.
ДИАЗЕПАМ,ALKALOID (MAK),драже 2 мг: 30 шт.
ДИАЗЕПАМ,ALKALOID (MAK),драже 5 мг: 30 шт.
ДИАЗЕПАМ,RUSAN PHARMA (IND),таб. 5 мг: 30 шт.
ДИАЗЕПАМ,RUSAN PHARMA (IND),р-р д/инъекц. 10 мг/2 мл: амп. 10 шт.
ДИАЗЕПАМ,ALKALOID (MAK),р-р д/в/в и в/м введения 10 мг/2 мл: амп. 5 шт.
ДИАЗЕПАМ,HEMOFARM KONCERN (UGS),таб. 5 мг: 30 шт.
ДИАЗЕПАМ,HEMOFARM KONCERN (UGS),таб. 2 мг: 30 шт.
ДИАЗЕПАМ,HEMOFARM KONCERN (UGS),таб. 10 мг: 30 шт.
ДИАЗЕПАМ,SIMPEX PHARMA (IND),р-р д/инъекц. 10 мг/2 мл: амп. 10 шт.
ДИАЗЕПАМ,SIMPEX PHARMA (IND),таб. 5 мг: 30 шт.
ДИАЗЕПАМ-РАТИОФАРМ,ratiopharm (DEU),"таб. 5 мг: 10, 20 или 50 шт."
ДИАЗЕПАМ-РАТИОФАРМ,ratiopharm (DEU),"таб. 10 мг: 10, 20 или 50 шт."
