title,man,description
Пакеты Памп & Сейв,"Medela, Швейцария ()",
ПегИнтрон®,SCHERING-PLOUGH LABO (BEL),лиофилизат д/пригот. р-ра д/п/к введения 120 мкг: фл. в компл. с растворителем
ПегИнтрон®,SCHERING-PLOUGH (BRINNY) COMPANY (IRL),лиофилизат д/пригот. р-ра д/п/к введения 120 мкг: фл. в компл. с растворителем
ПегИнтрон®,SCHERING-PLOUGH LABO (BEL),лиофилизат д/пригот. р-ра д/п/к введения 50 мкг: шприц-ручки 2-камерные с растворителем в компл. с иглой и салфетками
ПегИнтрон®,SCHERING-PLOUGH (SGP),лиофилизат д/пригот. р-ра д/п/к введения 50 мкг: шприц-ручки 2-камерные с растворителем в компл. с иглой и салфетками
ПегИнтрон®,SCHERING-PLOUGH LABO (BEL),лиофилизат д/пригот. р-ра д/п/к введения 80 мкг: шприц-ручки 2-камерные с растворителем в компл. с иглой и салфетками
ПегИнтрон®,SCHERING-PLOUGH (SGP),лиофилизат д/пригот. р-ра д/п/к введения 80 мкг: шприц-ручки 2-камерные с растворителем в компл. с иглой и салфетками
ПегИнтрон®,SCHERING-PLOUGH LABO (BEL),лиофилизат д/пригот. р-ра д/п/к введения 100 мкг: шприц-ручки 2-камерные с растворителем в компл. с иглой и салфетками
ПегИнтрон®,SCHERING-PLOUGH (SGP),лиофилизат д/пригот. р-ра д/п/к введения 100 мкг: шприц-ручки 2-камерные с растворителем в компл. с иглой и салфетками
ПегИнтрон®,SCHERING-PLOUGH LABO (BEL),лиофилизат д/пригот. р-ра д/п/к введения 120 мкг: шприц-ручки 2-камерные с растворителем в компл. с иглой и салфетками
ПегИнтрон®,SCHERING-PLOUGH (SGP),лиофилизат д/пригот. р-ра д/п/к введения 120 мкг: шприц-ручки 2-камерные с растворителем в компл. с иглой и салфетками
ПегИнтрон®,SCHERING-PLOUGH LABO (BEL),лиофилизат д/пригот. р-ра д/п/к введения 150 мкг: шприц-ручки 2-камерные с растворителем в компл. с иглой и салфетками
ПегИнтрон®,SCHERING-PLOUGH (SGP),лиофилизат д/пригот. р-ра д/п/к введения 150 мкг: шприц-ручки 2-камерные с растворителем в компл. с иглой и салфетками
ПегИнтрон®,SCHERING-PLOUGH LABO (BEL),лиофилизат д/пригот. р-ра д/п/к введения 50 мкг: фл. в компл. с растворителем
ПегИнтрон®,SCHERING-PLOUGH (BRINNY) COMPANY (IRL),лиофилизат д/пригот. р-ра д/п/к введения 50 мкг: фл. в компл. с растворителем
ПегИнтрон®,SCHERING-PLOUGH LABO (BEL),лиофилизат д/пригот. р-ра д/п/к введения 80 мкг: фл. в компл. с растворителем
ПегИнтрон®,SCHERING-PLOUGH (BRINNY) COMPANY (IRL),лиофилизат д/пригот. р-ра д/п/к введения 80 мкг: фл. в компл. с растворителем
ПегИнтрон®,SCHERING-PLOUGH LABO (BEL),лиофилизат д/пригот. р-ра д/п/к введения 100 мкг: фл. в компл. с растворителем
ПегИнтрон®,SCHERING-PLOUGH (BRINNY) COMPANY (IRL),лиофилизат д/пригот. р-ра д/п/к введения 100 мкг: фл. в компл. с растворителем
ПегИнтрон®,SCHERING-PLOUGH (BRINNY) COMPANY (IRL),лиофилизат д/пригот. р-ра д/п/к введения 150 мкг: фл. в компл. с растворителем
Пиоглар,RANBAXY LABORATORIES (IND),"пиоглитазон гидрохлорид  33.07 мг, эквивалентное пиоглитазону 30 мг"
ПЛАВИКС®,SANOFI WINTHROP INDUSTRIE (FRA),"таб., покр. оболочкой, 75 мг: 14 или 28 шт."
ПЛАЗАДОЛ,PLETHICO PHARMACEUTICALS (IND),р-р д/инъекц. 100 мг/2 мл: амп. 10 шт.
ПЛАЗАДОЛ,PLETHICO PHARMACEUTICALS (IND),р-р д/инъекц. 50 мг/1 мл: амп. 10 шт.
ПЛАЗБУМИН 20,TALECRIS BIOTHERAPEUTICS (USA),р-р д/инф. 20% (10 г/50 мл): фл. 1 шт.
