title,man,description
Медвежий жир,Фитосила/РеалКапс (RUS),"медвежий жир,рыбий жир, льняное масло, масло зародышей пшеницы						"
МИАКАЛЬЦИК®,NOVARTIS PHARMA (CHE),р-р д/инъекц. 100 МЕ/1 мл: амп. 5 шт.
МИАКАЛЬЦИК®,NOVARTIS PHARMA STEIN (CHE),р-р д/инъекц. 100 МЕ/1 мл: амп. 5 шт.
МИАКАЛЬЦИК®,NOVARTIS PHARMA (FRA),спрей назальный 200 МЕ/1 доза: фл. 14 доз. 1 или 2 шт.
МИАКАЛЬЦИК®,NOVARTIS PHARMA (CHE),спрей назальный 200 МЕ/1 доза: фл. 14 доз. 1 или 2 шт.
МИВАКРОН,GlaxoSmithKline (ITA),р-р д/в/в введен. 10 мг/5 мл: амп. 5 шт.
МИВАКРОН,GlaxoSmithKline (ITA),р-р д/в/в введен. 20 мг/10 мл: амп. 5 шт.
МИГ® 400,BERLIN-CHEMIE AG/MENARINI GROUP (DEU),"◊ таб., покр. оболочкой, 400 мг: 10 или 20 шт."
МИГРЕНОЛ,FOUR VENTURES ENTERPRISES (USA),"таб., покр. оболочкой, 500 мг+65 мг: 10 шт."
МИГРЕНОЛ,MAGNO-HUMPHRISES LABS (USA),"таб., покр. оболочкой, 500 мг+65 мг: 10 шт."
МИДОКАЛМ®,ГЕДЕОН РИХТЕР-РУС (RUS),"таб., покр. пленочной оболочкой, 50 мг: 30 шт."
МИДОКАЛМ®,GEDEON RICHTER (HUN),"таб., покр. пленочной оболочкой, 50 мг: 30 шт."
МИДОКАЛМ®,ГЕДЕОН РИХТЕР-РУС (RUS),"таб., покр. пленочной оболочкой, 150 мг: 30 шт."
МИДОКАЛМ®,GEDEON RICHTER (HUN),"таб., покр. пленочной оболочкой, 150 мг: 30 шт."
МИДОКАЛМ®-РИХТЕР,ГЕДЕОН РИХТЕР-РУС (RUS),р-р д/инъекц. 100 мг+2.5 мг/1 мл: амп. 5 шт.
МИДОКАЛМ®-РИХТЕР,GEDEON RICHTER (HUN),р-р д/инъекц. 100 мг+2.5 мг/1 мл: амп. 5 шт.
МИЕЛАСТРА,ВЕРОФАРМ (RUS),"р-р д/в/в и п/к введения 30 млн.ЕД/1 мл: фл. 1 мл или 1.6 мл 1, 5 или 10 шт."
МИЕЛАСТРА,ЛЭНС-ФАРМ (RUS),"р-р д/в/в и п/к введения 30 млн.ЕД/1 мл: фл. 1 мл или 1.6 мл 1, 5 или 10 шт."
МИЗОПРОСТОЛ,Beijing Zizhu Pharmaceutical (CHI),таб. 200 мкг: 3 шт.
МИКАРДИС®,BOEHRINGER INGELHEIM PHARMA (DEU),"таб. 40 мг: 14, 28, 56 или 98 шт."
МИКАРДИС®,BOEHRINGER INGELHEIM PHARMA (DEU),"таб. 80 мг: 14, 28, 56 или 98 шт."
МикардисПлюс®,BOEHRINGER INGELHEIM PHARMA (DEU),"таб. 40 мг+12.5 мг: 14, 28, 56 или 84 шт."
МикардисПлюс®,BOEHRINGER INGELHEIM PHARMA (DEU),"таб. 80 мг+12.5 мг: 14, 28, 56 или 98 шт."
МИКОБУТИН,PHARMACIA & UPJOHN (ITA),капс. 150 мг: 30 шт.
МИКОБУТИН-РОСС,БИОТЭК МФПДК (RUS),капс. 150 мг: 30 шт.
МИКОГАЛ,TEVA Pharmaceutical Industries (ISR),суппозитории вагин. 150 мг: 6 шт.
МИКОГАЛ,TEVA Pharmaceutical Works (HUN),суппозитории вагин. 150 мг: 6 шт.
МИКОГАЛ,TEVA Pharmaceutical Industries (ISR),суппозитории вагин. 300 мг: 3 шт.
МИКОГАЛ,TEVA Pharmaceutical Works (HUN),суппозитории вагин. 300 мг: 3 шт.
МИКОГАЛ,TEVA Pharmaceutical Industries (ISR),суппозитории вагин. 900 мг: 1 шт.
МИКОГАЛ,TEVA Pharmaceutical Works (HUN),суппозитории вагин. 900 мг: 1 шт.
МИКОГАЛ,TEVA Pharmaceutical Industries (ISR),крем д/наружн. прим. 1%: туба 20 г
МИКОГАЛ,TEVA Pharmaceutical Works (HUN),крем д/наружн. прим. 1%: туба 20 г
МИКОЗОЛОН,GEDEON RICHTER (HUN),мазь д/наружн. прим. 2.5 мг+20 мг/1 г: туба 15 г
МИКОЗОН,CIPLA (IND),◊ суппозитории вагин. 100 мг: 7 шт.
МИКОЗОН,AGIO PHARMACEUTICALS (IND),◊ крем д/наружн. прим. 2%: туба 15 г
МИКОЗОРАЛ®,Химико-фармацевтический комбинат АКРИХИН (RUS),◊ мазь д/наружн. прим. 2%: туба 15 г
МИКОЗОРАЛ®,Химико-фармацевтический комбинат АКРИХИН (RUS),◊ шампунь 20 мг/1 г: фл. 60 мл
МИКОЗОРАЛ®,Химико-фармацевтический комбинат АКРИХИН (RUS),таб. 200 мг: 30 шт.
МИКОКЕТ®,СИНТЕЗ (RUS),◊ мазь д/наружн. прим. 2%: туба 15 г
МИКОМАКС®,ZENTIVA (CS),"◊ капс. 50 мг: 7, 28 или 70 шт."
МИКОМАКС®,ZENTIVA (CS),"◊ капс. 100 мг: 7, 28 или 70 шт."
МИКОМАКС®,ZENTIVA (CS),◊ капс. 150 мг: 1 или 3 шт.
МИКОМАКС®,LECIVA (CS),капс. 200 мг: 7 шт.
МИКОМАКС®,ZENTIVA (CS),сироп 50 мг/10 мл: фл. 100 мл в компл. с мерным стаканчиком
МИКОМАКС®,FRESENIUS KABI AUSTRIA (AUT),р-р д/инф. 200 мг/100 мл: фл. 1 шт.
МИКОМАКС®,ZENTIVA (CS),р-р д/инф. 200 мг/100 мл: фл. 1 шт.
МИКОНИХОЛ,СТИ-МЕД-СОРБ (RUS),капс. 100 мг: 15 шт.
МИКОНОРМ,RUSAN PHARMA (IND),◊ крем д/наружн. прим. 1%: туба 15 г
МИКОНОРМ,ratiopharm INDIA (IND),◊ крем д/наружн. прим. 1%: туба 15 г
МИКОСЕПТИН®,ZENTIVA (CS),◊ мазь д/наружн. прим. 50 мг+200 мг/1 г: туба 30 г
МИКОСИСТ,GEDEON RICHTER (HUN),◊ капс. 50 мг: 7 шт.
МИКОСИСТ,GEDEON RICHTER (HUN),◊ капс. 100 мг: 28 шт.
МИКОСИСТ,GEDEON RICHTER (HUN),◊ капс. 150 мг: 1 или 2 шт.
МИКОСИСТ,GEDEON RICHTER (HUN),р-р д/инф. 200 мг/100 мл: фл. 1 шт.
МИКОСПОР®,BAYER HealthCare (DEU),◊ крем д/наружн. прим. 10 мг/1 г: туба 15 г
МИКОСПОР®,KERN PHARMA (SPN),◊ крем д/наружн. прим. 10 мг/1 г: туба 15 г
МИКОСПОР®,BAYER HealthCare (DEU),◊ р-р д/наружн. прим. 10 мг/1 мл: фл. 15 мл
МИКОСПОР®,BAYER HealthCare (DEU),"◊ мазь в наборе д/лечения ногтей: туба 10 г в компл. с 15 полосками водостойкого пластыря, скребком и дозатором"
МИКОФЛЮКАН®,DR. REDDY`S LABORATORIES (IND),◊ таб. 50 мг: 1 или 4 шт.
МИКОФЛЮКАН®,DR. REDDY`S LABORATORIES (IND),◊ таб. 150 мг: 1 или 4 шт.
МИКОФЛЮКАН®,DR. REDDY`S LABORATORIES (IND),р-р д/инф. 200 мг/100 мл: фл. 1 шт.
МИКРАЗИМ,СТИ-МЕД-СОРБ (RUS),"◊ капс. 25 000 ЕД: 10, 20, 30, 40 или 50 шт."
МИКРАЗИМ,ЛЕКСИРЪ (RUS),"◊ капс. 25 000 ЕД: 10, 20, 30, 40 или 50 шт."
МИКРАЗИМ®,СТИ-МЕД-СОРБ (RUS),"◊ капс. 10 000 ЕД: 10, 20, 30, 40 или 50 шт."
МИКРАЗИМ®,ЛЕКСИРЪ (RUS),"◊ капс. 10 000 ЕД: 10, 20, 30, 40 или 50 шт."
МИКРОГИНОН,SCHERING (DEU),драже 30 мкг+150 мкг: 21 шт.
МИКРОЗЕР,PRODOTTI FORMENTI (ITA),таб. 8 мг: 50 шт.
МИКРОЗЕР,FARMACEUTICI FORMENTI (ITA),таб. 8 мг: 50 шт.
МИКРОЗЕР,PRODOTTI FORMENTI (ITA),капли д/приема внутрь 1.25% (12.5 мг/1 мл): фл.-капельн. 30 мл
МИКРОЗЕР,FARMACEUTICI FORMENTI (ITA),капли д/приема внутрь 1.25% (12.5 мг/1 мл): фл.-капельн. 30 мл
МИКРОЙОДИД,ТАТХИМФАРМПРЕПАРАТЫ (RUS),◊ таб. 100 мкг: 50 шт.
МИКРОЛАКС,ДЖОНСОН & ДЖОНСОН (RUS),◊ р-р д/рект. введения: микроклизмы 5 мл 4 шт.
МИКРОЛАКС,McNeil (SWE),◊ р-р д/рект. введения: микроклизмы 5 мл 4 шт.
МИКРОЛЮТ,SCHERING (DEU),драже 30 мкг: 35 шт. в календарной уп.
МИКРОФОЛЛИН,GEDEON RICHTER (HUN),таб. 50 мкг: 10 шт.
МИКСТАРД® 30 HM,NOVO NORDISK (DNK),сусп. д/п/к введения 100 ЕД/мл: фл. 10 мл
МИКСТАРД® 30 НМ ПЕНФИЛЛ®,NOVO NORDISK (DNK),сусп. д/п/к введения 100 ЕД/мл: картридж 3 мл
МИКСТАРД® 30 НМ ПЕНФИЛЛ®,NOVO NORDISK (DNK),сусп. д/п/к введения 100 ЕД/мл: картридж 1.5 мл
МИЛДРОКСИН,МАКИЗ-ФАРМА (RUS),"капс. 250 мг: 20, 40 или 100 шт."
МИЛДРОНАТ®,ФАРМСТАНДАРТ (RUS),капс. 250 мг: 40 шт.
МИЛДРОНАТ®,GRINDEX (LAT),капс. 250 мг: 40 шт.
МИЛДРОНАТ®,ФАРМСТАНДАРТ (RUS),р-р д/инъекций 500 мг/5 мл: амп. 10 шт.
МИЛДРОНАТ®,GRINDEX (LAT),р-р д/инъекций 500 мг/5 мл: амп. 10 шт.
МИЛДРОНАТ®,ФАРМСТАНДАРТ (RUS),сироп 250 мг/5 мл: фл. 100 мл или 250 мл
МИЛДРОНАТ®,GRINDEX (LAT),сироп 250 мг/5 мл: фл. 100 мл или 250 мл
МИЛДРОНАТ®,ФАРМСТАНДАРТ (RUS),капс. 500 мг: 20 или 60 шт.
МИЛДРОНАТ®,GRINDEX (LAT),капс. 500 мг: 20 или 60 шт.
МИЛЕРАН,GlaxoSmithKline (DEU),"таб., покр. оболочкой, 2 мг: 25 шт."
МИЛЕРАН,HEUMANN PHARMA (DEU),"таб., покр. оболочкой, 2 мг: 25 шт."
