title,man,description
Сабаль-Гомаккорд,Biologische Heilmittel Heel (DEU),
Секрет здоровых волос,ПроксиФарма (RUS),
Серлифт,RANBAXY LABORATORIES (IND),100 мг сертралина
Серлифт,RANBAXY LABORATORIES (IND),50 мг сертралина
Сигницеф,PROMED EXPORTS (IND),"глазные капли 0,5% 5 мл"
Солидаго композитум С,Biologische Heilmittel Heel (DEU),
Спаскупрель®,Biologische Heilmittel Heel (DEU),
Спигелон®,Biologische Heilmittel Heel (DEU),
СТАБИЗОЛ® ГЭК 6%,BERLIN-CHEMIE AG/MENARINI GROUP (DEU),р-р д/инф. 6% (ГЭК 450/0.7): фл. 250 мл или 500 мл 1 или 10 шт.
СТАБИЗОЛ® ГЭК 6%,БЕРЛИН-ФАРМА (RUS),р-р д/инф. 6% (ГЭК 450/0.7): фл. 250 мл или 500 мл 1 или 10 шт.
СТАДАГЛИЦИН®,STADA ARZNEIMITTEL (DEU),◊р-р-капли глазные 20 мг/1 мл: фл.-капельн. 5 мл или 10 мл
СТАДАГЛИЦИН®,STADA ARZNEIMITTEL (DEU),◊ спрей назальный 20 мг/1 мл: фл. 15 мл
СТАДОЛ,BRISTOL-MYERS SQUIBB (ITA),р-р д/инъекц. 2 мг/1 мл: амп. 5 шт.
СТАЛЕВО,МАКИЗ-ФАРМА (RUS),"таб., покр. оболочкой, 50 мг+12.5 мг+200 мг: 30 или 100 шт."
СТАЛЕВО,ORION CORPORATION ORION PHARMA (FIN),"таб., покр. оболочкой, 50 мг+12.5 мг+200 мг: 30 или 100 шт."
СТАЛЕВО,МАКИЗ-ФАРМА (RUS),"таб., покр. оболочкой, 100 мг+25 мг+200 мг: 30 или 100 шт."
СТАЛЕВО,ORION CORPORATION ORION PHARMA (FIN),"таб., покр. оболочкой, 100 мг+25 мг+200 мг: 30 или 100 шт."
СТАЛЕВО,МАКИЗ-ФАРМА (RUS),"таб., покр. оболочкой, 150 мг+37.5 мг+200 мг: 30 или 100 шт."
СТАЛЕВО,ORION CORPORATION ORION PHARMA (FIN),"таб., покр. оболочкой, 150 мг+37.5 мг+200 мг: 30 или 100 шт."
СТАМЛО® М,DR. REDDY`S LABORATORIES (IND),таб. 10 мг: 20 шт.
СТАМЛО® М,DR. REDDY`S LABORATORIES (IND),таб. 5 мг: 20 шт.
СТАНДАЦИЛЛИН,BIOCHEMIE (AUT),порошок д/пригот. р-ра д/инъекц. 500 мг: фл. 10 шт.
СТАНДАЦИЛЛИН,BIOCHEMIE (AUT),порошок д/пригот. р-ра д/инъекц. 1 г: фл. 10 шт.
СТАНДАЦИЛЛИН,BIOCHEMIE (AUT),порошок д/пригот. р-ра д/инъекц. 2 г: фл. 10 шт.
СТАНДАЦИЛЛИН,SANDOZ (AUT),капс. 250 мг: 1000 шт.
СТАНДАЦИЛЛИН,SANDOZ (AUT),капс. 500 мг: 1000 шт.
СТАР-ПЕН,SANDOZ (AUT),гранулы д/пригот. сусп. д/приема внутрь 400 тыс.МЕ/5 мл: фл. 60 мл
СТАРЛИКС,NOVARTIS PHARMA (CHE),"таб., покр. оболочкой, 60 мг: 12, 24 или 84 шт."
СТАРЛИКС,NOVARTIS FARMA (ITA),"таб., покр. оболочкой, 60 мг: 12, 24 или 84 шт."
СТАРЛИКС,NOVARTIS PHARMA (CHE),"таб., покр. оболочкой, 120 мг: 12, 24 или 84 шт."
СТАРЛИКС,NOVARTIS FARMA (ITA),"таб., покр. оболочкой, 120 мг: 12, 24 или 84 шт."
СТАРЛИКС,NOVARTIS PHARMA (CHE),"таб., покр. оболочкой, 180 мг: 12, 24 или 84 шт."
СТАРЛИКС,NOVARTIS FARMA (ITA),"таб., покр. оболочкой, 180 мг: 12, 24 или 84 шт."
СТАРЛИКС,NOVARTIS PHARMA (CHE),"таб., покр. пленочн. оболочкой, 60 мг: 12, 24 или 84 шт."
СТАРЛИКС,NOVARTIS PHARMA (CHE),"таб., покр. пленочн. оболочкой, 120 мг: 12, 24 или 84 шт."
СТАРЛИКС,NOVARTIS PHARMA (CHE),"таб., покр. пленочн. оболочкой, 180 мг: 12, 24 или 84 шт."
Стелла,Завод экологической техники и экопитания «ДИОД» (RUS),
СТЕРИЛИН,FOUR VENTURES ENTERPRISES (USA),◊ суппозитории вагин. 100 мг: 5 шт.
СТЕРИЛИН,VETROSE INC (DBA ROSE LABORATORIES) (USA),◊ суппозитории вагин. 100 мг: 5 шт.
СТЕРИЦЕФ,IPCA LABORATORIES (IND),порошок д/пригот. р-ра д/инъекц. 250 мг: фл. 1 шт.
СТЕРИЦЕФ,IPCA LABORATORIES (IND),порошок д/пригот. р-ра д/инъекц. 500 мг: фл. 1 шт.
СТЕРИЦЕФ,IPCA LABORATORIES (IND),порошок д/пригот. р-ра д/инъекц. 1 г: фл. 1 шт.
СТЕРОФУНДИН ИЗОТОНИЧЕСКИЙ,B.BRAUN MELSUNGEN (DEU),р-р д/инф.: бут. 500 мл или 1 л
СТИМОЛ®,Laboratoires BIOCODEX (FRA),◊ р-р пероральный 10% 10 мл: амп. 18 шт.
СТИМОЛ®,Laboratoires BIOCODEX (FRA),◊ р-р пероральный 10% 10 мл: пак. 18 шт.
СТИМУЛОТОН®,EGIS PHARMACEUTICALS (HUN),"таб, покр. оболочкой, 50 мг: 10 или 30 шт."
СТИМУЛОТОН®,EGIS PHARMACEUTICALS (HUN),"таб, покр. оболочкой, 100 мг: 14 или 28 шт."
СТОДАЛЬ,Laboratoires BOIRON (FRA),◊ сироп гомеопатич.: фл. 200 мл
СТОКРИН,MERCK SHARP & DOHME (NID),капс. 50 мг: 90 шт.
СТОКРИН,MERCK SHARP & DOHME (NID),капс. 100 мг: 90 шт.
СТОКРИН®,MERCK SHARP & DOHME (NID),капс. 200 мг: 90 шт.
СТОКРИН®,MERCK SHARP & DOHME (NID),капс. 600 мг: 90 шт.
СТОМАТИДИН,BOSNALIJEK (BOS),◊ р-р д/местн. прим. 1 мг/1 мл: фл. 200 мл
СТОПТУССИН,IVAX Pharmaceuticals (CS),◊ таб. 100 мг+4 мг: 20 шт.
СТОПТУССИН,IVAX Pharmaceuticals (CS),"◊ капли д/приема внутрь 100 мг+4 мг/1 мл: фл. 10, 25 или 50 мл с капельн."
СТОПТУССИН-ФИТО,IVAX Pharmaceuticals (CS),◊ сироп 4.1666 г+4.1666 г+4.1666 г/100 г: фл. 100 мл
СТРАТТЕРА®,ELI LILLY & Company (GBR),"капс. 10 мг: 7, 14 или 28 шт."
СТРАТТЕРА®,ELI LILLY & Company (GBR),"капс. 18 мг: 7, 14 или 28 шт."
СТРАТТЕРА®,ELI LILLY & Company (GBR),"капс. 25 мг: 7, 14 или 28 шт."
СТРАТТЕРА®,ELI LILLY & Company (GBR),"капс. 40 мг: 7, 14 или 28 шт."
СТРАТТЕРА®,ELI LILLY & Company (GBR),"капс. 60 мг: 7, 14 или 28 шт."
СТРЕЗАМ®,BIOCODEX (FRA),капс. 50 мг: 24 или 60 шт.
СТРЕПСИЛС®,RECKITT BENCKISER HEALTHCARE INTERNATIONAL (GBR),"◊ таб. д/рассасывания: 8, 12, 16 или 24 шт."
СТРЕПСИЛС®,RECKITT BENCKISER HEALTHCARE INTERNATIONAL (GBR),"◊ таб. д/рассасывания (лимонные): 4, 6, 8, 12, 16 или 24 шт."
СТРЕПСИЛС®,RECKITT BENCKISER HEALTHCARE INTERNATIONAL (GBR),"◊ таб. д/рассасывания (медово-лимонные): 8, 12, 16, 24 или 36 шт."
СТРЕПСИЛС® ПЛЮС,RECKITT BENCKISER HEALTHCARE INTERNATIONAL (GBR),"◊ таб. д/рассасывания: 8, 12, 16 или 24 шт."
СТРЕПСИЛС® ПЛЮС,RECKITT BENCKISER HEALTHCARE INTERNATIONAL (GBR),◊ спрей д/местн. прим.: фл. 20 мл (70 доз) с дозир. устройством
СТРЕПСИЛС® ПЛЮС,BCM (GBR),◊ спрей д/местн. прим.: фл. 20 мл (70 доз) с дозир. устройством
СТРЕПСИЛС® с ВИТАМИНОМ С,BOOTS HEALTHCARE INTERNATIONAL (GBR),◊ таб. д/рассасывания: 24 шт.
СТРЕПСИЛС® с МЕНТОЛОМ И ЭВКАЛИПТОМ,RECKITT BENCKISER HEALTHCARE INTERNATIONAL (GBR),"◊ таб. д/рассасывания: 8, 12, 16 или 24 шт."
СТРЕПТАЗА,HOECHST MARION ROUSSEL (DEU),лиоф. порошок д/пригот. р-ра д/инъекц. 250 тыс.МЕ: фл. 1 или 10 шт.
СТРЕПТАЗА,HOECHST MARION ROUSSEL (DEU),лиоф. порошок д/пригот. р-ра д/инъекц. 750 тыс.МЕ: фл. 1 или 10 шт.
СТРЕПТАЗА,HOECHST MARION ROUSSEL (DEU),лиоф. порошок д/пригот. р-ра д/инъекц. 1.5 млн.МЕ: фл. 1 или 10 шт.
СТРЕПТОКИНАЗА,БЕЛМЕДПРЕПАРАТЫ (BLR),лиофилизат д/пригот. р-ра д/инъекц. 750 тыс.МЕ: фл.
СТРЕПТОКИНАЗА,БЕЛМЕДПРЕПАРАТЫ (BLR),лиофилизат д/пригот. р-ра д/инъекц. 1.5 млн.МЕ: фл.
СТРЕПТОМИЦИН,КРАСФАРМА (RUS),порошок д/пригот. р-ра д/в/м введения 500 мг: фл.
СТРЕПТОМИЦИН,КРАСФАРМА (RUS),порошок д/пригот. р-ра д/в/м введения 1 г: фл.
СТРЕПТОМИЦИН,БИОХИМИК (RUS),порошок д/пригот. р-ра д/в/м введения 500 мг: фл. 50 шт.
СТРЕПТОМИЦИН,БИОХИМИК (RUS),порошок д/пригот. р-ра д/в/м введения 1 г: фл. 50 шт.
СТРЕПТОМИЦИН,СИНТЕЗ (RUS),порошок д/пригот. р-ра д/в/м введения 500 мг: фл. 1 шт.
СТРЕПТОМИЦИН,СИНТЕЗ (RUS),порошок д/пригот. р-ра д/в/м введения 1 г: фл. 1 шт.
СТРЕПТОМИЦИН-КМП,КИЕВМЕДПРЕПАРАТ (UKR),порошок д/пригот. р-ра д/в/м введения 500 мг: фл. 40 шт.
СТРЕПТОМИЦИН-КМП,КИЕВМЕДПРЕПАРАТ (UKR),порошок д/пригот. р-ра д/в/м введения 1 г: фл. 40 шт.
СТРЕПФЕН®,RECKITT BENCKISER HEALTHCARE INTERNATIONAL (GBR),◊ таб. д/рассасывания 8.75 мг: 16 шт.
СТРИКС®,FERROSAN (DNK),"◊ таб., покр. пленочной оболочкой 82.4 мг+1.2 мг: 30 шт."
СТРИМОЛ,NATUR PRODUKT EUROPE (NID),◊ таб. 500 мг: 10 шт.
СТРОНГОС,ВЕРОФАРМ (RUS),таб. 10 мг: 28 шт.
СТРОНГОС,ВЕРОФАРМ (RUS),таб. 70 мг: 28 шт.
СТРОФАНТИН-Г,ОПЫТНЫЙ ЗАВОД ГНЦЛС ДП УКРМЕДПРОМ (UKR),р-р д/в/в введения 250 мкг/1 мл: амп. 10 шт.
СТРУКТУМ,PIERRE FABRE MEDICAMENT PRODUCTION (FRA),капс. 250 мг: 60 шт.
СТРУКТУМ,ФармФирма СОТЕКС (RUS),капс. 250 мг: 60 шт.
СТРУКТУМ,PIERRE FABRE MEDICAMENT PRODUCTION (FRA),капс. 500 мг: 60 шт.
СТРУКТУМ,ФармФирма СОТЕКС (RUS),капс. 500 мг: 60 шт.
Струмель® Т,Biologische Heilmittel Heel (DEU),
СТУГЕЗИН,БРЫНЦАЛОВ-А (RUS),таб. 25 мг: 40 шт.
СТУГЕРОН®,GEDEON RICHTER (HUN),таб. 25 мг: 50 шт.
СУБРЕСТИН,БРЫНЦАЛОВ-А (RUS),р-р д/инъекц. 20 мг/1 мл: амп. 5 шт.
СУКРАТ,Laboratorio Italiano Biochimico Farmaceutico Lisapharma (ITA),гель д/приема внутрь 1 г: саше
СУКСАМЕТОНИЯ ХЛОРИД,СИНТЕЗ (RUS),р-р д/в/в и в/м введения 100 мг/5 мл: амп. 5 или 10 шт.
СУКСИЛЕП,JENAPHARM (DEU),капс. 250 мг: 120 шт.
СУКСИЛЕП,BAYER SCHERING PHARMA (DEU),капс. 250 мг: 120 шт.
СУЛЬБАЦИН,КРАСФАРМА (RUS),порошок д/пригот. р-ра д/в/в и в/м введения 500 мг+250 мг: фл. 10 шт.
СУЛЬБАЦИН,КРАСФАРМА (RUS),порошок д/пригот. р-ра д/в/в и в/м введения 1 г+500 мг: фл. 10 шт.
СУЛЬГИН,БИОСИНТЕЗ (RUS),таб. 500 мг: 10 шт.
СУЛЬГИН,БИОСИНТЕЗ (RUS),таб. 500 мг: 10 шт.
СУЛЬГИН,ДАЛЬХИМФАРМ (RUS),таб. 500 мг: 10 шт.
СУЛЬГИН,ДАЛЬХИМФАРМ (RUS),таб. 500 мг: 10 шт.
СУЛЬПЕРАЗОН,PFIZER ILACLARI (TUR),порошок д/пригот. р-ра д/в/в и в/м введен. 1 г+1 г: фл. 1 шт.
СУЛЬПЕРАЦЕФ,АБОЛмед (RUS),порошок д/пригот. р-ра д/в/в и в/м инъекц. 1 г+1 г: фл. 1 шт. в комп. с растворителем
СУЛЬПЕРАЦЕФ,АБОЛмед (RUS),порошок д/пригот. р-ра д/в/в и в/м инъекц. 250 мг+250 мг: фл. 1 шт. в комп. с растворителем
СУЛЬПЕРАЦЕФ,АБОЛмед (RUS),порошок д/пригот. р-ра д/в/в и в/м инъекц. 500 мг+500 мг: фл. 1 шт. в комп. с растворителем
СУЛЬПИРИД,PLIVA KRAKOW Pharmaceutical Work (POL),таб. 200 мг: 12 или 30 шт.
СУЛЬПИРИД,ФармФирма СОТЕКС (RUS),р-р д/в/м введения 100 мг/2 мл: амп. 10 шт.
СУЛЬПИРИД БЕЛУПО,BELUPO Pharmaceuticals & Cosmetics (HOR),капс. 200 мг: 12 шт.
СУЛЬПИРИД БЕЛУПО,BELUPO Pharmaceuticals & Cosmetics (HOR),капс. 50 мг: 30 шт.
СУЛЬТАСИН®,СИНТЕЗ (RUS),порошок д/пригот. р-ра д/в/в и в/м введения 500 мг+250 мг: фл. 1 или 50 шт.
СУЛЬТАСИН®,СИНТЕЗ (RUS),порошок д/пригот. р-ра д/в/в и в/м введения 1 г+500 мг: фл. 1 или 50 шт.
СУЛЬТАСИН®,СИНТЕЗ (RUS),порошок д/пригот. р-ра д/в/м введения 500 мг+250 мг: фл. 1 или 50 шт.
СУЛЬТАСИН®,СИНТЕЗ (RUS),порошок д/пригот. р-ра д/в/м введения 1 г+500 мг: фл. 1 или 50 шт.
СУЛЬФАДИМЕТОКСИН,НИЖФАРМ (RUS),таб. 200 мг: 20 шт.
СУЛЬФАДИМЕТОКСИН,НИЖФАРМ (RUS),таб. 500 мг: 20 шт.
СУЛЬФАДИМЕТОКСИН,ТАТХИМФАРМПРЕПАРАТЫ (RUS),таб. 500 мг: 10 или 20 шт.
СУЛЬФАДИМЕТОКСИН,ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА (RUS),таб. 200 мг: 30 шт.
