title,man,description
ОБЗИДАН,ISIS PHARMA (DEU),р-р д/инъекц. 5 мг/5 мл: амп. 10 шт.
ОБЗИДАН®,SCHWARZ PHARMA (DEU),таб. 40 мг: 60 шт.
ОБЗИДАН®,ACTAVIS GROUP hf. (ISL),таб. 40 мг: 60 шт.
ОБЛЕПИХОВОЕ МАСЛО,НИЖФАРМ (RUS),◊ суппозитории рект. 500 мг: 10 шт.
ОБЛЕПИХОВОЕ МАСЛО,КАТУНЬ ОЛЕУМ (RUS),◊ масло д/приема внутрь и д/наружн. прим. 50 мл: фл.
ОБЛЕПИХОВОЕ МАСЛО,АЛТАЙВИТАМИНЫ (RUS),◊ масло д/приема внутрь и д/наружн. прим. 50 мл: фл.
Овариум композитум,Biologische Heilmittel Heel (DEU),
ОВЕСТИН,N.V. ORGANON (NID),таб. 2 мг: 30 шт.
ОВЕСТИН,N.V. ORGANON (NID),◊ крем вагинальный 1 мг/1 г: туба 15 г в компл. с аппликатором
ОВЕСТИН,N.V. ORGANON (NID),◊ суппозитории вагин. 500 мкг: 15 шт.
ОВЕСТИН,CREAPHARM GANNAT (FRA),◊ суппозитории вагин. 500 мкг: 15 шт.
ОВИТРЕЛЬ®,INDUSTRIA FARMACEUTICA SERONO (ITA),"лиофилизат д/пригот. р-ра д/п/к введения 250 мкг: фл. 1, 2 или 10 шт. в компл. с растворителем"
ОВИТРЕЛЬ®,INDUSTRIA FARMACEUTICA SERONO (ITA),р-р д/п/к введения 250 мкг/0.5 мл: шприцы 1 шт.
ОДЕСТОН,Pharmaceutical Works Polfa in Pabianice (POL),◊ таб. 200 мг: 50 шт.
Одноразовые прокладки на грудь Medela,"Medela, Швейцария ()",
ОКАЦИН,CIBA VISION OPHTHALMICS (FRA),р-р (капли глазные) 0.3%: фл. 5 мл
ОКИ,DOMPE (ITA),суппозитории ректальные 160 мг: 10 шт.
ОКИ,ISTITUTO de ANGELI (ITA),суппозитории ректальные 160 мг: 10 шт.
ОКИ,DOMPE (ITA),суппозитории ректальные [д/детей] 60 мг: 10 шт.
ОКИ,ISTITUTO de ANGELI (ITA),суппозитории ректальные [д/детей] 60 мг: 10 шт.
ОКИ,DOMPE (ITA),гранулы д/пригот. р-ра д/приема внутрь 80 мг/2 г: пакетики 12 или 20 шт.
ОКИ,DOMPE Pha.r.ma (ITA),гранулы д/пригот. р-ра д/приема внутрь 80 мг/2 г: пакетики 12 или 20 шт.
ОКИ,DOMPE (ITA),◊ р-р д/местн. прим. 16 мг/1 мл: фл. 150 мл с дозатором
ОКИ,DOMPE Pha.r.ma (ITA),◊ р-р д/местн. прим. 16 мг/1 мл: фл. 150 мл с дозатором
ОКОВИДИТ®,ДИОПТРА (RUS),◊ гель д/наружн. прим. 1%: туба 3 г
ОКОВИДИТ®,ДИОПТРА (RUS),◊ гель д/наружн. прим. 1%: туба 5 г
ОКОВИДИТ®,ДИОПТРА (RUS),◊ гель д/наружн. прим. 1%: туба 10 г
ОКСАДОЛ,PIERREL FARMACEUTICI (ITA),таб. 30 мг: 20 шт.
ОКСАДОЛ,KEDRION (ITA),таб. 30 мг: 20 шт.
ОКСАДОЛ,PIERREL FARMACEUTICI (ITA),р-р д/инъекц. 20 мг/1 мл: амп. 5 шт.
ОКСАДОЛ,KEDRION (ITA),р-р д/инъекц. 20 мг/1 мл: амп. 5 шт.
ОКСАЗЕПАМ-ФЕРЕЙН,БРЫНЦАЛОВ-А (RUS),"таб. 10 мг: 20, 40, 50 или 100 шт."
ОКСАЛИПЛАТИН ЛАХЕМА,PLIVA-LACHEMA (CS),лиофилизат д/пригот. р-ра д/инф. 50 мг: фл. 1 шт.
ОКСАЛИПЛАТИН ЛАХЕМА,PLIVA-LACHEMA (CS),лиофилизат д/пригот. р-ра д/инф. 100 мг: фл. 1 шт.
ОКСАЛИПЛАТИН МЕДАК,medac (DEU),лиофилизат д/пригот. р-ра д/инф. 50 мг: фл. 1 шт.
ОКСАЛИПЛАТИН МЕДАК,ONCOTEC PHARMA PRODUKTION (DEU),лиофилизат д/пригот. р-ра д/инф. 50 мг: фл. 1 шт.
ОКСАЛИПЛАТИН МЕДАК,medac (DEU),лиофилизат д/пригот. р-ра д/инф. 100 мг: фл. 1 шт.
ОКСАЛИПЛАТИН МЕДАК,ONCOTEC PHARMA PRODUKTION (DEU),лиофилизат д/пригот. р-ра д/инф. 100 мг: фл. 1 шт.
ОКСАЛИПЛАТИН МЕДАК,medac (DEU),лиофилизат д/пригот. р-ра д/инф. 150 мг: фл. 1 шт.
ОКСАЛИПЛАТИН МЕДАК,ONCOTEC PHARMA PRODUKTION (DEU),лиофилизат д/пригот. р-ра д/инф. 150 мг: фл. 1 шт.
ОКСАМП®,СИНТЕЗ (RUS),капс. 125 мг+125 мг: 20 шт.
ОКСАМП®-НАТРИЙ,СИНТЕЗ (RUS),порошок д/пригот. р-ра д/в/м введения 333.33 мг+166.67 мг: фл. 10 или 50 шт.
ОКСАМП®-НАТРИЙ,СИНТЕЗ (RUS),порошок д/пригот. р-ра д/в/в введения 333.33 мг+166.67 мг: фл. 10 или 50 шт.
ОКСАМПИЦИН,КРАСФАРМА (RUS),порошок д/пригот. р-ра д/инъекц. 133.4 мг+66.6 мг: фл. 5 шт.
ОКСАМПИЦИН,КРАСФАРМА (RUS),порошок д/пригот. р-ра д/инъекц. 333.5 мг+166.5 мг: фл. 5 шт.
ОКСАМПИЦИН,Щелковский Витаминный Завод (RUS),капс. 125 мг+125 мг: 20 шт.
ОКСАМСАР,БИОХИМИК (RUS),порошок д/пригот. р-ра д/инъекц. 375 мг+125 мг: фл. 50 шт.
ОКСАТЕРА,TEVA Pharmaceutical Industries (ISR),лиофилизат д/пригот. р-ра д/инф. 50 мг: фл. 1 шт.
ОКСАТЕРА,Laboratorios IMA/Laboratorio TUTEUR S.A.C.I.F.I.A. (ARG),лиофилизат д/пригот. р-ра д/инф. 50 мг: фл. 1 шт.
ОКСАЦИЛЛИН,СИНТЕЗ (RUS),порошок д/пригот. р-ра д/в/м введения 250 мг: фл. 10 или 50 шт.
ОКСАЦИЛЛИН,СИНТЕЗ (RUS),порошок д/пригот. р-ра д/в/м введения 500 мг: фл. 10 или 50 шт.
ОКСАЦИЛЛИН,БИОХИМИК (RUS),порошок д/пригот. р-ра д/инъекц. 250 мг: фл. 1 или 50 шт.
ОКСАЦИЛЛИН,БИОХИМИК (RUS),порошок д/пригот. р-ра д/инъекц. 500 мг: фл. 1 или 50 шт.
ОКСАЦИЛЛИН,БИОХИМИК (RUS),таб. 500 мг: 20 шт.
ОКСАЦИЛЛИН,БИОХИМИК (RUS),таб. 250 мг: 20 шт.
ОКСАЦИЛЛИН,Щелковский Витаминный Завод (RUS),таб. 250 мг: 20 шт.
ОКСАЦИЛЛИН,ТАТХИМФАРМПРЕПАРАТЫ (RUS),таб. 250 мг: 20 шт.
ОКСАЦИЛЛИН,ТАТХИМФАРМПРЕПАРАТЫ (RUS),таб. 500 мг: 20 шт.
ОКСАЦИЛЛИН,КРАСФАРМА (RUS),порошок д/пригот. р-ра д/в/м введения 250 мг: фл. 1 шт.
ОКСАЦИЛЛИН,КРАСФАРМА (RUS),порошок д/пригот. р-ра д/в/м введения 500 мг: фл. 1 шт.
ОКСАЦИЛЛИН-АКОС,СИНТЕЗ (RUS),порошок д/пригот. р-ра д/инъекц. 250 мг: фл. 10 или 50 шт.
ОКСАЦИЛЛИН-АКОС,СИНТЕЗ (RUS),порошок д/пригот. р-ра д/инъекц. 500 мг: фл. 10 или 50 шт.
ОКСАЦИЛЛИН-ФЕРЕЙН,БРЫНЦАЛОВ-А (RUS),порошок д/пригот. р-ра д/инъекц. 250 мг: фл. 1 или 50 шт.
ОКСАЦИЛЛИН-ФЕРЕЙН,БРЫНЦАЛОВ-А (RUS),порошок д/пригот. р-ра д/инъекц. 500 мг: фл. 1 или 50 шт.
ОКСИАСЕ®,UNIQUE PHARMACEUTICAL Laboratories (IND),◊ капс.: 30 или 100 шт.
ОКСИАСЕ®,J.B. Chemicals & Pharmaceuticals (IND),◊ капс.: 30 или 100 шт.
ОКСИДЕВИТ®,НПК ЭХО (RUS),"р-р д/приема внутрь в масле 9 мкг/1 мл: фл.-капельн. 5 мл или 10 мл, фл. 5 мл или 10 мл"
ОКСИКОРТ,PHARMACEUTICAL WORKS JELFA (POL),мазь 30 мг+10 мг/1 г: туба 10 г
ОКСИКОРТ,TARCHOMIN PHARMACEUTICAL WORKS POLFA (POL),аэрозоль д/наружн. прим. 300 мг+100 мг/55 мл: фл. аэрозольные
ОКСИМЕТАЗОЛИН,ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА (RUS),"◊ спрей назальный 0.05%: фл. 10 мл, 15 мл или 20 мл"
ОКСИС® ТУРБУХАЛЕР®,ASTRAZENECA (SWE),порошок д/ингал. 4.5 мкг/1 доза: турбухалер 60 доз
ОКСИС® ТУРБУХАЛЕР®,ASTRAZENECA (SWE),порошок д/ингал. 9 мкг/1 доза: турбухалер 60 доз
ОКСИТОЦИН,GEDEON RICHTER (HUN),р-р д/в/в и в/м введения 5 МЕ/1 мл: амп. 5 шт.
ОКСИТОЦИН,ДАЛЬХИМФАРМ (RUS),р-р д/инъекц. 5 МЕ/1 мл: амп. 5 или 10 шт.
ОКСИТОЦИН,ЭЛЛАРА МЦ (RUS),р-р д/в/в и в/м введения 5 МЕ/1 мл: амп. 5 или 10 шт.
ОКСИТОЦИН,GRINDEX (LAT),р-р д/в/в и в/м введения 5 МЕ/1 мл: амп. 5 шт.
ОКСИТОЦИН,НПО МИКРОГЕН ФГУП (RUS),р-р д/инъекц. 5 МЕ/1 мл: амп. 5 или 10 шт.
ОКСИТОЦИН,MAPICHEM (CHE),р-р д/инъекц. 5 МЕ/1 мл: амп. 10 шт.
ОКСИТОЦИН,SISHUI XIERKANG PHARMACEUTICAL (CHI),р-р д/инъекц. 5 МЕ/1 мл: амп. 10 шт.
ОКСИТОЦИН-МЭЗ,МОСКОВСКИЙ ЭНДОКРИННЫЙ ЗАВОД (RUS),р-р д/в/в и в/м введения 5 МЕ/1 мл: амп. 5 шт.
ОКСОЛИН,НИЖФАРМ (RUS),◊ мазь назальная 0.25%: тубы 10 г или 30 г
ОКСОЛИН,НИЖФАРМ (RUS),◊ мазь д/наружн. прим. 3%: тубы 10 г или 30 г
ОКСОЛИН,ЦЕНТРАЛЬНО-ЕВРОПЕЙСКАЯ ФАРМАЦЕВТИЧЕСКАЯ КОМПАНИЯ (RUS),"◊мазь д/наружн. прим. 3%: тубы 3 г, 5 г или 10 г"
ОКСОЛИН,ЗЕЛЕНАЯ ДУБРАВА (RUS),◊ мазь назальная 0.25%: тубы 10 г
ОКСОЛИН,БИОСИНТЕЗ (RUS),◊ мазь назальная 0.25%: тубы 10 г
ОКСОЛИН,АЛТАЙВИТАМИНЫ (RUS),◊ мазь назальная 0.25%: тубы 10 г
ОКСОЛИН,АЛТАЙВИТАМИНЫ (RUS),◊ мазь д/наружн. прим. 3%: тубы 10 г
ОКСОРАЛЕН,GEROT PHARMAZEUTIKA (AUT),капс. 10 мг: 50 шт.
ОКСОРАЛЕН,R.P.SCHERER (DEU),капс. 10 мг: 50 шт.
ОКТАГАМ,OCTAPHARMA Pharmazeutika Produktionsges (AUT),р-р д/инф. 1 г/20 мл: фл. 1 шт.
ОКТАГАМ,OCTAPHARMA Pharmazeutika Produktionsges (AUT),р-р д/инф. 2.5 г/50 мл: фл. 1 шт.
ОКТАГАМ,OCTAPHARMA Pharmazeutika Produktionsges (AUT),р-р д/инф. 5 г/100 мл: фл. 1 шт.
ОКТАГАМ,OCTAPHARMA Pharmazeutika Produktionsges (AUT),р-р д/инф. 10 г/200 мл: фл. 1 шт.
ОКТАНАЙН,OCTAPHARMA Pharmazeutika Produktionsges (AUT),лиофилизат д/пригот. р-ра д/инф. 250 МЕ: фл. 1 шт. в компл. с растворителем и стерильным оборудованием
ОКТАНАЙН,OCTAPHARMA Pharmazeutika Produktionsges (AUT),лиоф. порошок д/пригот. р-ра д/инъекц. 500 МЕ: фл. 1 шт. в компл. с растворителем и стерильным оборудованием
ОКТАНАЙН Ф (ФИЛЬТРОВАННЫЙ),OCTAPHARMA Pharmazeutika Produktionsges (AUT),лиофилизат д/пригот. р-ра д/инф. 250 МЕ: фл. 1 шт. в компл. с растворителем и комплектом д/в/в введения
ОКТАНАЙН Ф (ФИЛЬТРОВАННЫЙ),OCTAPHARMA Pharmazeutika Produktionsges (AUT),лиофилизат д/пригот. р-ра д/инф. 500 МЕ: фл. 1 шт. в компл. с растворителем и и комплектом д/в/в введения
ОКТАНАЙН Ф (ФИЛЬТРОВАННЫЙ),OCTAPHARMA Pharmazeutika Produktionsges (AUT),лиофилизат д/пригот. р-ра д/инф. 1000 МЕ: фл. 1 шт. в компл. с растворителем и и комплектом д/в/в введения
ОКТАНАТ,OCTAPHARMA Pharmazeutika Produktionsges (AUT),лиофилизат д/пригот. р-ра д/в/в введения 250 МЕ: фл. в компл. с растворителем и набором д/введения
ОКТАНАТ,OCTAPHARMA Pharmazeutika Produktionsges (AUT),лиофилизат д/пригот. р-ра д/в/в введения 500 МЕ: фл. в компл. с растворителем и набором д/введения
ОКТАНАТ,OCTAPHARMA Pharmazeutika Produktionsges (AUT),лиофилизат д/пригот. р-ра д/в/в введения 1000 МЕ: фл. в компл. с растворителем и набором д/введения
ОКТИЛИЯ,S.I.F.I. (ITA),капли глазные 0.05%: фл.-капельн. 8 мл 1 шт.
ОКТИЛИЯ,ZAMBON (ITA),капли глазные 0.05%: фл.-капельн. 8 мл 1 шт.
ОКТОЛИПЕН®,ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА (RUS),капс. 300 мг: 30 или 60 шт.
ОКТОЛИПЕН®,ФАРМСТАНДАРТ-УфаВИТА (RUS),концентрат д/пригот. р-ра д/инф. 300 мг/10 мл: амп. 5 или 10 шт.
ОКТРЕОТИД,ФАРМ-СИНТЕЗ (RUS),р-р д/инъекц. 0.005% (50 мкг/1 мл): амп. 5 или 10 шт.
ОКТРЕОТИД,ФАРМ-СИНТЕЗ (RUS),р-р д/инъекц. 0.01% (100 мкг/1 мл): амп. 5 или 10 шт.
ОКТРЕОТИД 111 IN,ФАРМ-СИНТЕЗ (RUS),лиофилизат д/пригот. р-ра д/в/м введения 10 мкг: фл. 1 шт.
ОКТРЕОТИД-ДЕПО,ФАРМ-СИНТЕЗ (RUS),лиофилизат д/пригот. сусп. д/в/м введения пролонгир. действия 10 мг: фл. в компл. с растворителем
