title,man,description
АМАРИЛ®,AVENTIS PHARMA Deutschland (DEU),таб. 1 мг: 30 шт.
АМАРИЛ®,AVENTIS PHARMA Deutschland (DEU),таб. 2 мг: 30 шт.
АМАРИЛ®,AVENTIS PHARMA Deutschland (DEU),таб. 3 мг: 30 шт.
АМАРИЛ®,AVENTIS PHARMA Deutschland (DEU),таб. 4 мг: 30 шт.
АМБЕН,ФАРМЗАЩИТА НПЦ (RUS),р-р д/в/в введения 50 мг/5 мл: амп. 5 или 10 шт.
АМБЕНЕ,MERCKLE (DEU),р-р д/в/м введения А и В в двойных амп. 2 мл/1 мл: комплекты 6 шт.
АМБЕНЕ,ratiopharm (DEU),р-р д/в/м введения А и В в двойных амп. 2 мл/1 мл: комплекты 6 шт.
АМБЕНЕ,MERCKLE (DEU),"р-р д/в/м введения А и В 2 мл/1 мл: 2-камерный шприц 3 шт. в компл. с иглой одноразовой, салфеткой и пластырем"
АМБЕНЕ,ratiopharm (DEU),"р-р д/в/м введения А и В 2 мл/1 мл: 2-камерный шприц 3 шт. в компл. с иглой одноразовой, салфеткой и пластырем"
АМБИЗОМ™,GILEAD SCIENCES (IRL),лиофилизат д/пригот. р-ра д/инф. 50 мг: фл. 10 шт. в компл. с фильтрами-насадками
АМБИЗОМ™,GILEAD SCIENCES INTERNATIONAL (GBR),лиофилизат д/пригот. р-ра д/инф. 50 мг: фл. 10 шт. в компл. с фильтрами-насадками
АМБРОБЕНЕ,MERCKLE (DEU),◊ таб. 30 мг: 20 или 50 шт.
АМБРОБЕНЕ,MERCKLE (DEU),◊ капс. ретард 75 мг: 10 или 20 шт.
АМБРОБЕНЕ,MERCKLE (DEU),◊ р-р д/приема внутрь и ингал. 7.5 мг/1 мл: фл. 40 мл или 100 мл в компл. с мерным стаканчиком
АМБРОБЕНЕ,MERCKLE (DEU),◊ сироп 15 мг/5 мл: фл. 100 мл в компл. с мерным стаканчиком
АМБРОБЕНЕ,MERCKLE (DEU),р-р д/инъекц. 15 мг/2 мл: амп. 5 шт.
АМБРОГЕКСАЛ®,HEXAL (DEU),"◊ таб. 30 мг: 20, 30, 50 или 100 шт."
АМБРОГЕКСАЛ®,SALUTAS PHARMA (DEU),"◊ таб. 30 мг: 20, 30, 50 или 100 шт."
АМБРОГЕКСАЛ®,HEXAL (DEU),◊ р-р д/приема внутрь и ингаляций 7.5 мг/1 мл: фл.-капельн. 50 мл или 100 мл в компл. с мерн. стаканчиком
АМБРОГЕКСАЛ®,SALUTAS PHARMA (DEU),◊ р-р д/приема внутрь и ингаляций 7.5 мг/1 мл: фл.-капельн. 50 мл или 100 мл в компл. с мерн. стаканчиком
АМБРОГЕКСАЛ®,HEXAL (DEU),◊ сироп 3 мг/1 мл: фл. 100 мл или 250 мл в компл. с мерн. ложкой
АМБРОГЕКСАЛ®,SALUTAS PHARMA (DEU),◊ сироп 3 мг/1 мл: фл. 100 мл или 250 мл в компл. с мерн. ложкой
АМБРОГЕКСАЛ®,HEXAL (DEU),"◊ капс. пролонг. действия 75 мг: 10, 20, 50 или 100 шт."
АМБРОГЕКСАЛ®,SALUTAS PHARMA (DEU),"◊ капс. пролонг. действия 75 мг: 10, 20, 50 или 100 шт."
АМБРОКСОЛ,SANAVITA AKTIENGESELLSCHAFT & Co. (DEU),◊таб. 30 мг: 20 или 30 шт.
АМБРОКСОЛ,ФАРМТЕХНОЛОГИЯ (BLR),◊сироп 15 мг/5 мл: фл. 50 мл или 100 мл
АМБРОКСОЛ,СКОПИНСКИЙ ФАРМ.ЗАВОД (RUS),"◊таб. 30 мг: 10, 20, 30, 40 или 50 шт."
АМБРОКСОЛ,КАНОНФАРМА ПРОДАКШН (RUS),"◊ таб. 30 мг: 10, 20, 30 или 50 шт."
АМБРОКСОЛ,АЛСИ Фарма (RUS),◊ таб. 30 мг: 30 шт.
АМБРОКСОЛ ВРАМЕД,SOPHARMA (BLG),◊ сироп 15 мг/5 мл: фл. 100 мл
АМБРОКСОЛ-РЕТАРД,КОНЦЕРН СТИРОЛ (UKR),"◊таб. ретард 75 мг: 6, 30, 50, 100 или 120 шт."
АМБРОКСОЛ-РИХТЕР,ГЕДЕОН РИХТЕР-РУС (RUS),◊ таб. 30 мг: 20 или 50 шт.
АМБРОКСОЛ-РИХТЕР,GRODZISK PHARMACEUTICAL WORKS POLFA (POL),◊ таб. 30 мг: 20 или 50 шт.
АМБРОКСОЛ-РИХТЕР,GEDEON RICHTER ROMANIA (RUM),◊ сироп 30 мг/5 мл: фл. 100 мл
АМБРОКСОЛ-ХЕМОФАРМ,HEMOFARM KONCERN (UGS),◊таб. шипучие 30 мг: 10 или 20 шт.
АМБРОКСОЛ-ХЕМОФАРМ,HEMOFARM KONCERN (UGS),◊таб. шипучие 60 мг: 10 или 20 шт.
АМБРОКСОЛ-ХЕМОФАРМ,HEMOFARM KONCERN (UGS),◊сироп 15 мг/5 мл: фл. 100 мл в компл. с мерной ложкой
АМБРОСАН®,PRO.MED.CS Praha (CS),◊ таб. 30 мг: 20 шт.
АМЕЛОТЕКС®,ФармФирма СОТЕКС (RUS),"р-р д/в/м введен. 15 мг/1.5 мл: амп. 3, 5, 6 или 10 шт."
АМИГРЕНИН,ВЕРОФАРМ (RUS),"таб., покр. оболочкой, 50 мг: 2 шт."
АМИГРЕНИН,ВЕРОФАРМ (RUS),"таб., покр. оболочкой, 100 мг: 2 шт."
АМИЗОЛ,LEK d.d. (SLO),р-р д/инъекц. 20 мг/2 мл: амп. 50 шт.
АМИЗОЛ,LEK d.d. (SLO),"таб., покр. пленочной оболочкой, 10 мг: 30 или 100 шт."
АМИЗОЛ,LEK d.d. (SLO),"таб., покр. пленочной оболочкой, 25 мг: 50шт."
АМИКАЦИН,КРАСФАРМА (RUS),"порошок д/пригот. р-ра д/в/м введения 250 мг: фл. 1, 10 или 50 шт."
АМИКАЦИН,КРАСФАРМА (RUS),"порошок д/пригот. р-ра д/в/м введения 500 мг: фл. 1, 10 или 50 шт."
АМИКАЦИН,МАКИЗ-ФАРМА (RUS),р-р д/в/в и в/м введения 500 мг/2 мл: амп. 10 шт.
АМИКАЦИН,Shijiazhuang Pharmaceutical Group Ouyi (CHI),р-р д/в/в и в/м введения 500 мг/2 мл: амп. 10 шт.
АМИКАЦИН-ВИАЛ,АЛВИС (RUS),порошок д/пригот. р-ра д/в/в и в/м введения 500 мг: фл. 1 шт.
АМИКАЦИН-ВИАЛ,NORTH CHINA PHARMACEUTICAL CORPORATION (CHI),порошок д/пригот. р-ра д/в/в и в/м введения 500 мг: фл. 1 шт.
АМИКАЦИН-ВИАЛ,NORTH CHINA PHARMACEUTICAL CORPORATION (CHI),порошок д/пригот. р-ра д/в/в и в/м введения 500 мг: фл. 1 шт.
АМИКАЦИН-ВИАЛ,ВИАЛ (RUS),порошок д/пригот. р-ра д/в/в и в/м введения 500 мг: фл. 1 шт.
АМИКАЦИНА СУЛЬФАТ,СИНТЕЗ (RUS),"лиофилизат д/пригот. р-ра д/инъекц. 250 мг: фл. 1, 10 или 50 шт."
АМИКАЦИНА СУЛЬФАТ,СИНТЕЗ (RUS),"лиофилизат д/пригот. р-ра д/инъекц. 500 мг: фл. 1, 10 или 50 шт."
АМИКИН,BRISTOL-MYERS SQUIBB (ITA),р-р д/инъекц. 100 мг/2 мл: фл. 1 шт.
АМИКИН,BRISTOL-MYERS SQUIBB (ITA),р-р д/инъекц. 500 мг/2 мл: фл. 1 шт.
АМИКЛОН,НИЖФАРМ (RUS),"◊ крем 1%: тубы 10 г, 15 г или 20 г"
АМИКОЗИТ,ECZACIBASI ILAC SANAYI (TUR),р-р д/инъекц. 100 мг/2 мл: фл. 1 шт.
АМИКОЗИТ,ECZACIBASI ILAC SANAYI (TUR),р-р д/инъекц. 500 мг/2 мл: фл. 1 шт.
АМИКСИД,Sun Pharmaceutical Industries (IND),таб. 12.5 мг+5 мг: 100 шт.
АМИКСИД,Sun Pharmaceutical Industries (IND),таб. 25 мг+5 мг: 100 шт.
АМИКСИД,Sun Pharmaceutical Industries (IND),таб. 25 мг+10 мг: 100 шт.
АМИКСИН®,ДАЛЬХИМФАРМ (RUS),"таб., покр. оболочкой, 60 мг: 10 шт."
АМИКСИН®,ФАРМСТАНДАРТ (RUS),"таб., покр. оболочкой, 60 мг: 10 шт."
АМИКСИН®,ДАЛЬХИМФАРМ (RUS),"◊ таб., покр. оболочкой, 125 мг: 6 или 10 шт."
АМИКСИН®,ФАРМСТАНДАРТ (RUS),"◊ таб., покр. оболочкой, 125 мг: 6 или 10 шт."
АМИКСИН®,ФАРМСТАНДАРТ-ТОМСКХИМФАРМ (RUS),"◊ таб., покр. пленочной обол., 125 мг: 6, 10, 12 или 20 шт."
АМИКСИН®,ФАРМСТАНДАРТ-ТОМСКХИМФАРМ (RUS),"таб., покр. пленочной обол., 60 мг: 6, 10, 12 или 20 шт."
АМИЛНИТРИТ,Государственный институт кровезаменителей и медпрепаратов ГУ (RUS),жидкость д/ингал. 0.5 мл: амп. 1 шт.
АМИНАЗИН,Химико-фармацевтический комбинат АКРИХИН (RUS),драже 50 мг: 10 шт.
АМИНАЗИН,Химико-фармацевтический комбинат АКРИХИН (RUS),драже 100 мг: 10 шт.
АМИНАЗИН,АЙ СИ ЭН ПОЛИФАРМ (RUS),р-р д/инъекц. 2.5% (25 мг/1 мл): амп. 10 шт.
АМИНАЗИН,АЙ СИ ЭН ПОЛИФАРМ (RUS),р-р д/инъекц. 2.5% (50 мг/2 мл): амп. 10 шт.
АМИНАЗИН,АЙ СИ ЭН ПОЛИФАРМ (RUS),р-р д/инъекц. 2.5% (125 мг/5 мл): амп. 10 шт.
АМИНАЗИН,МОСХИМФАРМПРЕПАРАТЫ им. Н.А.Семашко ОАО (RUS),р-р д/инъекц. 2.5% (50 мг/2 мл): амп. 10 шт.
АМИНАЗИН,МОСКОВСКИЙ ЭНДОКРИННЫЙ ЗАВОД (RUS),р-р д/инъекц. 2.5% (25 мг/1 мл): амп. 10 шт.
АМИНАЗИН,МОСКОВСКИЙ ЭНДОКРИННЫЙ ЗАВОД (RUS),р-р д/инъекц. 2.5% (50 мг/2 мл): амп. 10 шт.
АМИНАЗИН,ВАЛЕНТА ФАРМАЦЕВТИКА (RUS),драже 25 мг: 30 шт.
АМИНАЗИН,Новосибхимфарм (RUS),р-р д/в/в и в/м введения 25 мг/1 мл: амп. 10 шт.
АМИНАЗИН,Новосибхимфарм (RUS),р-р д/в/в и в/м введения 50 мг/2 мл: амп. 10 шт.
АМИНАЗИН,Новосибхимфарм (RUS),р-р д/в/в и в/м введения 125 мг/5 мл: амп. 10 шт.
АМИНАЗИН,Новосибхимфарм (RUS),р-р д/в/в и в/м введения 250 мг/10 мл: амп. 10 шт.
АМИНАЗИН,ВАЛЕНТА ФАРМАЦЕВТИКА (RUS),драже 50 мг: 30 шт.
АМИНАЗИН,ВАЛЕНТА ФАРМАЦЕВТИКА (RUS),драже 100 мг: 30 шт.
АМИНАЗИН-ФЕРЕЙН,БРЫНЦАЛОВ-А (RUS),р-р д/инъекц. 25 мг/1 мл: амп. 10 шт.
АМИНАЗИН-ФЕРЕЙН,БРЫНЦАЛОВ-А (RUS),р-р д/инъекц. 50 мг/2 мл: амп. 10 шт.
АМИНАЗИН-ФЕРЕЙН,БРЫНЦАЛОВ-А (RUS),р-р д/инъекц. 125 мг/5 мл: амп. 10 шт.
АМИНАЗИН-ФЕРЕЙН,БРЫНЦАЛОВ-А (RUS),р-р д/инъекц. 250 мг/10 мл: амп. 10 шт.
АМИНАЛОН,Химико-фармацевтический комбинат АКРИХИН (RUS),"таб., покр. оболочкой, 250 мг: 100 шт."
АМИНАЛОН,БОРИСОВСКИЙ ЗАВОД МЕДПРЕПАРАТОВ (BLR),"таб., покр. оболочкой, 250 мг: 20, 50 или 100 шт."
АМИНАЛОН,МОСХИМФАРМПРЕПАРАТЫ им. Н.А.Семашко ОАО (RUS),"таб., покр. оболочкой, 250 мг: 100 шт."
АМИНАЛОН,Щелковский Витаминный Завод (RUS),"таб., покр. оболочкой, 250 мг: 50 шт."
АМИНАЛОН,ОРГАНИКА (RUS),"таб., покр. оболочкой, 250 мг: 100 шт."
АМИНАЛОН,Химико-фармацевтический комбинат АКРИХИН (RUS),"таб., покр. пленочной обол., 250 мг: 100 шт."
АМИНОАРТРИН,МОСКОВСКАЯ ФАРМАЦЕВТИЧЕСКАЯ ФАБРИКА (RUS),"таб. 300 мг: 20, 30 или 50 шт."
АМИНОВЕН,FRESENIUS KABI DEUTSCHLAND (DEU),р-р д/инф. 5%: фл. 500 мл 10 шт. или 1 л 6 шт.
АМИНОВЕН,FRESENIUS KABI AUSTRIA (AUT),р-р д/инф. 5%: фл. 500 мл 10 шт. или 1 л 6 шт.
АМИНОВЕН,FRESENIUS KABI DEUTSCHLAND (DEU),р-р д/инф. 10%: фл. 500 мл 10 шт. или 1 л 6 шт.
АМИНОВЕН,FRESENIUS KABI AUSTRIA (AUT),р-р д/инф. 10%: фл. 500 мл 10 шт. или 1 л 6 шт.
АМИНОВЕН,FRESENIUS KABI DEUTSCHLAND (DEU),р-р д/инф. 15%: фл. 500 мл 10 шт. или 1 л 6 шт.
АМИНОВЕН,FRESENIUS KABI AUSTRIA (AUT),р-р д/инф. 15%: фл. 500 мл 10 шт. или 1 л 6 шт.
АМИНОВЕН ИНФАНТ,FRESENIUS KABI DEUTSCHLAND (DEU),р-р д/инф. 6%: фл. 100 мл 10 шт.
АМИНОВЕН ИНФАНТ,FRESENIUS KABI AUSTRIA (AUT),р-р д/инф. 6%: фл. 100 мл 10 шт.
АМИНОВЕН ИНФАНТ,FRESENIUS KABI DEUTSCHLAND (DEU),р-р д/инф. 10%: фл. 100 мл 10 шт.
АМИНОВЕН ИНФАНТ,FRESENIUS KABI AUSTRIA (AUT),р-р д/инф. 10%: фл. 100 мл 10 шт.
АМИНОКАПРОНОВАЯ КИСЛОТА,ВИРИОН НПО (RUS),р-р д/инф. 5 г/100 мл: фл. 1 шт.
АМИНОКАПРОНОВАЯ КИСЛОТА,КРАСФАРМА (RUS),р-р д/инф. 5 г/100 мл: фл. 1 шт.
АМИНОКАПРОНОВАЯ КИСЛОТА,БИОМЕД им. И.И.Мечникова (RUS),р-р д/инф. 5 г/100 мл: фл. 1 шт.
АМИНОКАПРОНОВАЯ КИСЛОТА,МОСХИМФАРМПРЕПАРАТЫ им. Н.А.Семашко ОАО (RUS),р-р д/инф. 5 г/100 мл: фл. 1 шт.
АМИНОКАПРОНОВАЯ КИСЛОТА,ДАЛЬХИМФАРМ (RUS),р-р д/инф. 5 г/100 мл: фл. 1 шт.
АМИНОКАПРОНОВАЯ КИСЛОТА,БИОХИМИК (RUS),р-р д/инф. 5 г/100 мл: бут. 1 шт.
АМИНОКАПРОНОВАЯ КИСЛОТА,БИОХИМИК (RUS),р-р д/инф. 10 г/200 мл: бут. 1 шт.
АМИНОКАПРОНОВАЯ КИСЛОТА,МОСФАРМ (RUS),р-р д/инф. 5 г/100 мл: фл. 1 шт.
АМИНОСОЛ,HEMOFARM KONCERN (UGS),р-р д/инф.: фл. 500 мл
АМИНОСОЛ КЕ,HEMOFARM KONCERN (UGS),р-р д/инф.: фл. 500 мл
АМИНОСОЛ®-НЕО,HEMOFARM KONCERN (SCH),р-р д/инф. 10%: фл. 500 мл 1 или 10 шт.
АМИНОСОЛ®-НЕО,HEMOFARM KONCERN (SCH),р-р д/инф. 15%: фл. 500 мл 1 или 10 шт.
АМИНОСОЛ®-НЕО Е,HEMOFARM KONCERN (SCH),р-р д/инф. 10%: фл. 500 мл 1 или 10 шт.
АМИНОСТЕРИЛ KE,FRESENIUS KABI DEUTSCHLAND (DEU),р-р д/инф. 10%: фл. 500 мл или 1 л 10 шт.
АМИНОСТЕРИЛ KE,FRESENIUS KABI AUSTRIA (AUT),р-р д/инф. 10%: фл. 500 мл или 1 л 10 шт.
АМИНОСТЕРИЛ KE НЕФРО,FRESENIUS KABI DEUTSCHLAND (DEU),р-р д/инф.: фл. 250 мл 10 шт.
АМИНОСТЕРИЛ KE НЕФРО,FRESENIUS KABI AUSTRIA (AUT),р-р д/инф.: фл. 250 мл 10 шт.
АМИНОСТЕРИЛ Н-ГЕПА,FRESENIUS KABI DEUTSCHLAND (DEU),"р-р д/инф. 8%: фл. 500 мл, 10 шт."
АМИНОСТЕРИЛ Н-ГЕПА,FRESENIUS KABI AUSTRIA (AUT),"р-р д/инф. 8%: фл. 500 мл, 10 шт."
АМИНОФИЛЛИН,БОРИСОВСКИЙ ЗАВОД МЕДПРЕПАРАТОВ (BLR),р-р д/инъекц. 2.4% 120 мг/5 мл: амп. 10 шт.
АМИНОФИЛЛИН,БОРИСОВСКИЙ ЗАВОД МЕДПРЕПАРАТОВ (BLR),р-р д/инъекц. 2.4% 240 мг/10 мл: амп. 10 шт.
АМИОДАРОН,BALKANPHARMA-TROYAN (BLG),"таб. 200 мг: 30, 60 или 500 шт."
АМИОДАРОН,RIVOPHARM (CHE),"таб. 200 мг: 20, 30 или 60 шт."
АМИОДАРОН,МАКИЗ-ФАРМА (RUS),таб. 200 мг: 30 или 60 шт.
АМИОДАРОН,СЕВЕРНАЯ ЗВЕЗДА (RUS),таб. 200 мг: 30 шт.
АМИОДАРОН,ФармФирма СОТЕКС (RUS),р-р д/в/в введения 150 мг/3 мл: амп. 5 шт.
АМИОДАРОН,БИОКОМ (RUS),таб. 200 мг
АМИОДАРОН,ОРГАНИКА (RUS),таб. 200 мг: 30 шт.
АМИОДАРОН БЕЛУПО,BELUPO Pharmaceuticals & Cosmetics (HOR),таб. 200 мг: 30 или 60 шт.
АМИОДАРОН-АКРИ®,Химико-фармацевтический комбинат АКРИХИН (RUS),"таб. 200 мг: 20, 30 или 60 шт."
АМИОДАРОН-ФПО,ФП ОБОЛЕНСКОЕ (RUS),"таб. 200 мг: 20, 30 или 60 шт."
АМИОКОРДИН,KRKA (SLO),"таб. 200 мг: 30, 60 или 500 шт."
АМИОКОРДИН,KRKA (SLO),р-р д/в/в введения 150 мг/3 мл: амп. 5 шт.
АМИТРИПТИЛИН,ZENTIVA (CS),р-р д/в/м введения 20 мг/2 мл: амп. 10 шт.
АМИТРИПТИЛИН,DAROU PAKHSH PHARMACEUTICAL MFG. COMPANY (IRA),"таб., покр. пленочной оболочкой, 10 мг: 10, 20, 30, 50, 60 или 100 шт., 1000 шт. in bulk"
АМИТРИПТИЛИН,ICN POLFA RZESZOW (POL),драже 25 мг: 50 шт.
АМИТРИПТИЛИН,DAROU PAKHSH PHARMACEUTICAL MFG. COMPANY (IRA),"таб., покр. пленочной оболочкой, 20 мг: 10, 20, 30, 50, 60 или 100 шт., 1000 шт. in bulk"
АМИТРИПТИЛИН,NU-PHARM (CAN),"таб. 10 мг: 5, 8, 10, 15 или 20 кг"
АМИТРИПТИЛИН,NU-PHARM (CAN),"таб. 25 мг: 5, 8, 10, 15 или 20 кг"
АМИТРИПТИЛИН,NU-PHARM (CAN),"таб. 50 мг: 5, 8, 10, 15 или 20 кг"
АМИТРИПТИЛИН,NU-PHARM (CAN),"таб. 75 мг: 5, 8, 10, 15 или 20 кг"
АМИТРИПТИЛИН,МОСКОВСКИЙ ЭНДОКРИННЫЙ ЗАВОД (RUS),р-р д/инъекц. 20 мг/2 мл: амп. 10 шт.
АМИТРИПТИЛИН,МОСКОВСКИЙ ЭНДОКРИННЫЙ ЗАВОД (RUS),"таб. 25 мг: 10, 20 или 50 шт."
АМИТРИПТИЛИН,МОСХИМФАРМПРЕПАРАТЫ им. Н.А.Семашко ОАО (RUS),"таб., покр. оболочкой, 25 мг: 50 шт."
АМИТРИПТИЛИН,ЗИО-ЗДОРОВЬЕ (RUS),таб. 25 мг: 50 шт.
АМИТРИПТИЛИН,ZENTIVA (SLR),"таб., покр. оболочкой, 25 мг: 20, 50 или 100 шт."
АМИТРИПТИЛИН,АЛСИ Фарма (RUS),"таб. 25 мг: 10, 20, 30 или 40 шт."
АМИТРИПТИЛИН,АЛСИ Фарма (RUS),"таб. 10 мг: 10, 20, 30 или 40 шт."
АМИТРИПТИЛИН,ОЗОН (RUS),таб. 25 мг: 10 шт.
АМИТРИПТИЛИН НИКОМЕД,NYCOMED DANMARK (DNK),таб. 10 мг: 50 шт.
АМИТРИПТИЛИН НИКОМЕД,NYCOMED DANMARK (DNK),таб. 25 мг: 50 шт.
АМИТРИПТИЛИН НИКОМЕД,NYCOMED DANMARK (DNK),таб. 50 мг: 50 шт.
АМИТРИПТИЛИН-АКОС,СИНТЕЗ (RUS),р-р д/инъекц. 20 мг/2 мл: амп. 10 шт.
АМИТРИПТИЛИН-ГРИНДЕКС,GRINDEX (LAT),"таб., покр. оболочкой, 25 мг: 50 шт."
