title,man,description
ХАВРИКС®,GlaxoSmithKline Biologicals (BEL),"сусп. д/в/м введения 720 ЕД ИФА/1 доза: шприц 0.5 мл 1 шт., фл. 0.5 мл 1,10, 25 или 100 шт."
ХАВРИКС®,ГлаксоСмитКляйн Трейдинг (RUS),"сусп. д/в/м введения 720 ЕД ИФА/1 доза: шприц 0.5 мл 1 шт., фл. 0.5 мл 1,10, 25 или 100 шт."
ХАВРИКС®,GlaxoSmithKline Biologicals (BEL),"сусп. д/в/м введения 1440 ЕД ИФА/1 доза: шприц 1 мл 1 шт., фл. 1 мл 1, 10, 25 или 100 шт."
ХАВРИКС®,ГлаксоСмитКляйн Трейдинг (RUS),"сусп. д/в/м введения 1440 ЕД ИФА/1 доза: шприц 1 мл 1 шт., фл. 1 мл 1, 10, 25 или 100 шт."
ХАЕС-СТЕРИЛ,FRESENIUS KABI DEUTSCHLAND (DEU),"р-р д/инф. 6% (ГЭК 200/0.5): фл. 250 мл или 500 мл 10 шт., мешки пластик. ""фрифлекс"" 250 мл или 500 мл 10 шт."
ХАЕС-СТЕРИЛ,FRESENIUS KABI DEUTSCHLAND (DEU),"р-р д/инф. 10% (ГЭК 200/0.5): фл. 250 или 500 мл 10 шт., мешки пластик. ""фрифлекс"" 250 мл 10 или 20 шт., мешки пластик. ""фрифлекс"" 500 мл 10 или 15 шт."
ХАЙ-КРОМ,NORTON HEALTHCARE (GBR),капли глазные 2%: фл.-капельн. 10 мл 1 шт.
ХАЙМИКС®,КРАСФАРМА (RUS),"р-р д/инф.: фл. 100 мл, 200 мл, 400 мл или 500 мл"
ХАЙПОТЕН,HIKMA PHARMACEUTICALS (IOR),"таб., покр. оболочкой, 50 мг: 28 шт."
ХАЙПОТЕН,ГЕДЕОН РИХТЕР-РУС (RUS),"таб., покр. оболочкой, 50 мг: 28 шт."
ХАЙПОТЕН,HIKMA PHARMACEUTICALS (IOR),"таб., покр. оболочкой, 100 мг: 14 шт."
ХАЙПОТЕН,ГЕДЕОН РИХТЕР-РУС (RUS),"таб., покр. оболочкой, 100 мг: 14 шт."
ХАЛИКСОЛ®,EGIS PHARMACEUTICALS (HUN),◊ таб. 30 мг: 20 шт.
ХАЛИКСОЛ®,EGIS PHARMACEUTICALS (HUN),◊ сироп 30 мг/10 мл: фл. 100 мл 1 шт.
ХАЛЬЦИОН,PHARMACIA (BEL),таб. 250 мкг: 30 или 100 шт.
ХАРТИЛ®,EGIS PHARMACEUTICALS (HUN),таб. 2.5 мг: 14 или 28 шт.
ХАРТИЛ®,ACTAVIS hf. (ISL),таб. 2.5 мг: 14 или 28 шт.
ХАРТИЛ®,EGIS PHARMACEUTICALS (HUN),таб. 1.25 мг: 14 или 28 шт.
ХАРТИЛ®,ACTAVIS hf. (ISL),таб. 1.25 мг: 14 или 28 шт.
ХАРТИЛ®,EGIS PHARMACEUTICALS (HUN),таб. 5 мг: 14 или 28 шт.
ХАРТИЛ®,ACTAVIS hf. (ISL),таб. 5 мг: 14 или 28 шт.
ХАРТИЛ®,EGIS PHARMACEUTICALS (HUN),таб. 10 мг: 14 или 28 шт.
ХАРТИЛ®,ACTAVIS hf. (ISL),таб. 10 мг: 14 или 28 шт.
ХАРТИЛ®-Д,EGIS PHARMACEUTICALS (HUN),таб. 2.5 мг+12.5 мг: 28 шт.
ХАРТИЛ®-Д,ALLPHAMED PHARBIL ARZNEIMITTEL (DEU),таб. 2.5 мг+12.5 мг: 28 шт.
ХАРТИЛ®-Д,EGIS PHARMACEUTICALS (HUN),таб. 5 мг+25 мг: 28 шт.
ХАРТИЛ®-Д,ALLPHAMED PHARBIL ARZNEIMITTEL (DEU),таб. 5 мг+25 мг: 28 шт.
ХАРТМАНА РАСТВОР,БИОХИМИК (RUS),р-р д/инф.: бут. 200 мл или 400 мл
ХЕАЛОН,PHARMACIA & UPJOHN (SWE),"р-р д/внутриглазного введения 10 мг/1 мл: шприцы 0.4 мл, 0.55 мл, 0.85 мл"
ХЕЛЕКС®,KRKA (SLO),таб. 250 мкг: 30 шт.
ХЕЛЕКС®,KRKA (SLO),таб. 500 мкг: 30 шт.
ХЕЛЕКС®,KRKA (SLO),таб. 1 мг: 30 шт.
Хелидониум-Гомаккорд Н,Biologische Heilmittel Heel (DEU),
ХЕЛИЦИД,ZENTIVA (CS),капс. 20 мг: 14 или 28 шт.
ХЕЛИЦИД,ZENTIVA (CS),капс. 10 мг: 14 или 28 шт.
ХЕЛИЦИД,ZENTIVA (CS),лиофилизат д/пригот. р-ра д/инф. 40 мг: фл. 1 шт.
ХЕЛОЛ,SRI JAY PHARMA (IND),капс. 20 мг: 30 шт.
ХЕЛОЛ,COLINZ Laboratories (IND),капс. 20 мг: 30 шт.
ХЕМАЦИН,Laboratorio FARMACEUTICO (ITA),р-р д/инъекц. 500 мг/2 мл: амп. 1 шт.
ХЕМАЦИН,Laboratorio FARMACEUTICO (ITA),р-р д/инъекц. 1 г/4 мл: амп. 1 шт.
ХЕМОМИЦИН,HEMOFARM (RS),капс. 250 мг: 6 шт.
ХЕМОМИЦИН,HEMOFARM (RS),порошок д/пригот. сусп. д/приема внутрь 200 мг/5 мл: фл.
ХЕМОМИЦИН,HEMOFARM (RS),"таб., покр. пленочной оболочкой, 500 мг: 3 шт."
ХЕМОМИЦИН,HEMOFARM (RS),порошок д/пригот. сусп. д/приема внутрь 100 мг/5 мл: фл.
Хепель®,Biologische Heilmittel Heel (DEU),
ХЕФЕРОЛ,ALKALOID (MAK),капс. 350 мг: 30 шт.
ХИБЕРИКС®,GlaxoSmithKline Biologicals (BEL),лиофилизат д/пригот. р-ра д/в/м и п/к введения 1 доза: фл. в компл. с растворителем
ХИБЕРИКС®,GlaxoSmithKline Biologicals (BEL),лиофилизат д/пригот. р-ра д/в/м и п/к введения 10 доз: фл. в компл. с растворителем
ХИВИД,F.Hoffmann-La Roche (CHE),"таб.. покр. оболочкой, 375 мкг: 100 шт."
ХИВИД,HOFFMANN-La ROCHE (USA),"таб.. покр. оболочкой, 375 мкг: 100 шт."
ХИЗОН,SHIN POONG PHARMACEUTICAL (SKO),порошок д/пригот. р-ра д/в/в и в/м введения 1 г: фл. 10 шт.
ХИКОНЦИЛ,KRKA (SLO),капс. 250 мг: 16 шт.
ХИКОНЦИЛ,KRKA (SLO),капс. 500 мг: 16 шт.
ХИКОНЦИЛ,KRKA (SLO),порошок д/пригот. капель д/приема внутрь д/детей 100 мг/1 мл: фл. 10 мл
ХИКОНЦИЛ,KRKA (SLO),порошок д/пригот. сусп. д/приема внутрь 125 мг/5 мл: фл. 60 мл
ХИКОНЦИЛ,KRKA (SLO),порошок д/пригот. сусп. д/приема внутрь 250 мг/5 мл: фл. 100 мл
ХИКОНЦИЛ,SANDOZ (AUT),порошок д/пригот. сусп. д/приема внутрь 250 мг/5 мл: фл. 100 мл
ХИЛАК ФОРТЕ,MERCKLE (DEU),◊ капли д/приема внутрь: фл. 30 мл или 100 мл
ХИЛО-КОМОД,URSAPHARM ARZNEIMITTEL (DEU),◊ р-р увлажняющий офтальмологический 1 мг/1 мл: контейнер 10 мл
ХИЛОЗАР-КОМОД,URSAPHARM ARZNEIMITTEL (DEU),◊ р-р увлажняющий офтальмологический 1 мг+20 мг/1 мл: контейнер 10 мл
ХИЛОЗАР-КОМОД,URSAPHARM ARZNEIMITTEL (DEU),◊ р-р увлажняющий офтальмологический 1 мг+20 мг/1 мл: контейнер 10 мл
ХИМКОЛИН®,HIMALAYA DRUG (IND),◊ крем д/наружн. прим.: тубы 10 г или 30 г
ХИМКОЛИН®,ТРАНСАТЛАНТИК ИНТЕРНЕЙШНЛ (RUS),◊ крем д/наружн. прим.: тубы 10 г или 30 г
ХЛОЕ®,ZENTIVA (CS),"таб., покр. пленочной оболочкой, 2 мг+35 мкг: 28 или 84 шт."
ХЛОЕ®,Laboratoires MACORS (FRA),"таб., покр. пленочной оболочкой, 2 мг+35 мкг: 28 или 84 шт."
ХЛОКСИПЕРАЗИН,Санкт-Петербургский НИИ вакцин и сывороток и предприятие по производству бактерийных препаратов (RUS),лиофилизат д/пригот. р-ра д/инъекц. 100 мг: амп. 5 или 10 шт.
ХЛОРГЕКСИДИН,РОСБИО (RUS),◊ р-р д/наружн. прим. спиртовой 0.5%: бут. 1 л
ХЛОРГЕКСИДИН,РОСБИО (RUS),◊ спрей д/наружн. прим. спиртовой 0.5%: фл. 100 мл
ХЛОРГЕКСИДИНА БИГЛЮКОНАТ,РОСБИО (RUS),◊ р-р д/местн. и наружн. прим. 0.05%: фл. 70 мл или 100 мл
ХЛОРОПИРАМИН,Щелковский Витаминный Завод (RUS),таб. 25 мг: 20 шт.
ХЛОРОПИРАМИН,ФармФирма СОТЕКС (RUS),р-р д/в/в и в/м введения 20 мг/ 1 мл: амп. 5 или 10 шт.
ХЛОРОФИЛЛИН-ОЗ,ОПЫТНЫЙ ЗАВОД ГНЦЛС ДП УКРМЕДПРОМ (UKR),◊ р-р д/местн. прим. масляный 2%: фл. 20 мл
ХЛОРОФИЛЛИН-ОЗ,ОПЫТНЫЙ ЗАВОД ГНЦЛС ДП УКРМЕДПРОМ (UKR),◊ р-р д/приема внутрь и местн. прим. спиртовой 1%: фл. 100 мл
ХЛОРОФИЛЛИПТ,ГАЛИЧФАРМ (UKR),◊ р-р д/приема внутрь и наружн. прим. спиртовой 1%: фл. 100 мл
ХЛОРПРОТИКСЕН,ZENTIVA (CS),"таб., покр. оболочкой, 15 мг: 30 шт."
ХЛОРПРОТИКСЕН,ZENTIVA (CS),"таб., покр. оболочкой, 50 мг: 30 шт."
ХЛОРХИНАЛЬДИН,ICN POLFA RZESZOW (POL),таб. вагинальные 200 мг: 5 шт.
ХЛОСОЛЬ,НЕСВИЖСКИЙ ЗАВОД МЕДИЦИНСКИХ ПРЕПАРАТОВ (BLR),"р-р д/инф. 4.75 г+1.5 г+3.6 г/1 л: фл. 200 мл, 400 мл"
ХЛОСОЛЬ,КРАСФАРМА (RUS),"р-р д/инф. 4.75 г+1.5 г+3.6 г/1 л: фл. 100 мл, 200 мл, 400 мл"
ХЛОСОЛЬ,БИОХИМИК (RUS),"р-р д/инф. 4.75 г+1.5 г+3.6 г/1 л: фл. 200 мл, 400 мл"
ХЛОСОЛЬ,"КУРСКАЯ БИОФАБРИКА - ФИРМА ""БИОК"" (RUS)","р-р д/инф. 4.75 г+1.5 г+3.6 г/1 л: фл. 200 мл, 400 мл"
ХОЛАГОЛ,IVAX Pharmaceuticals (CS),◊ капли д/приема внутрь: фл. 10 мл с капельн.
ХОЛВАСИМ,SHIN POONG PHARMACEUTICAL (SKO),"таб., покр. пленочной оболочкой, 40 мг: 30 шт."
ХОЛЕКАЛЬЦИФЕРОКАПС,МИНСКИНТЕРКАПС УП (BLR),"капс. 500 МЕ: 10, 20, 30, 40 или 50 шт."
ХОЛЕКАЛЬЦИФЕРОКАПС,МИНСКИНТЕРКАПС УП (BLR),"капс. 500 МЕ: 10, 20, 30, 40 или 50 шт."
ХОЛЕНЗИМ,БЕЛМЕДПРЕПАРАТЫ (BLR),"таб., покр. оболочкой: 50 или 1500 шт."
ХОЛЕНЗИМ,БЕЛМЕДПРЕПАРАТЫ (BLR),"таб., покр. оболочкой: 50 или 1500 шт."
