title,man,description
Фаза 2,Завод экологической техники и экопитания «ДИОД» (RUS),
Феминал,JADRAN Galenski Laboratorij (HOR),160мг №30
Фильтрум-Сафари,АВВА РУС (RUS),18 или 6 жевательных пастилок со вкусом лесной ягоды
Фитовал капсулы,KRKA (SLO),"медицинские дрожжи, цистин, железа фумарат, цинка сульфат гептагидрат, кальция пантотенат, сульфат меди пентагидрат, тиамина мононитрат, рибофлавин, пиридоксина гидрохлорид, цианокобаламин 0,1% в маннитоле, фолиевая кислота, биотин."
Фитовал лосьон против выпадения волос,KRKA (SLO),"эскулин, ксимениновая кислота, лауриновая кислота. Запатентованная формула."
Фитовал шампунь для поврежденных волос,KRKA (SLO),"лицетин, протеины пшеницы, D-пантенол, экстракт крапивы (Urtica dioica) и шалфея (Salvia officinalis)."
Фитовал шампунь против перхоти Интенсивный уход,KRKA (SLO),"Циклопирокс оламин, Цинка PT-S комплекс (Цинка пиритион 1% и экстракт белой Ивы (Salix alba))"
Фитовал шампунь против перхоти Регулярный уход,KRKA (SLO),"Комплекс цинк-ПТ-S (пиритион цинка и экстракт белой ивы (Salix alba)), гидроксиэтилмочевина."
Фозинотек,RANBAXY LABORATORIES (IND),10мг фозиноприл натрия
Фозинотек,RANBAXY LABORATORIES (IND),20 мг фозиноприл натрия
ФУГЕНТИН,БРЫНЦАЛОВ-А (RUS),капли назальные и ушные 1 мг+20 мг/1 мл: фл. 5 мл или 10 мл
ФУЗЕОН,F.Hoffmann-La Roche (CHE),лиофилизат д/пригот. р-ра д/п/к инъекц. 90 мг/мл: фл. 60 шт.
ФУЗИДИН-НАТРИЙ,БИОСИНТЕЗ (RUS),"таб., покр. кишечнорастворимой обол., 125 мг: 20 шт."
ФУЗИДИН-НАТРИЙ,БИОТЭК МФПДК (RUS),"таб., покр. кишечнорастворимой обол., 125 мг: 20 шт."
ФУЗИДИН-НАТРИЙ,БИОСИНТЕЗ (RUS),"таб., покр. кишечнорастворимой обол., 250 мг: 20 шт."
ФУЛСЕД,RANBAXY LABORATORIES (IND),р-р д/в/в и в/м введения 1 мг/1 мл: фл. 5 мл 5 шт.
ФУЛСЕД,RANBAXY LABORATORIES (IND),р-р д/в/в и в/м введения 1 мг/1 мл: фл. 10 мл 5 шт.
ФУЛСЕД,RANBAXY LABORATORIES (IND),р-р д/в/в и в/м введения 5 мг/1 мл: амп. 10 шт.
ФУНГИЗОН,BRISTOL-MYERS SQUIBB (FRA),лиофилизат д/пригот. р-ра д/инф. 50 мг: фл. 1 шт.
